name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,code
中文在线,出版业,北京,0.00,5.37,7.76,290945.38,81090.22,2595.70,170246.67,2.19,-0.04,3.71,1.95,20150121,23990.26,0.31,36.32,-254.08,36.65,-21.47,52892.00,300364
鸿博股份,广告包装,福建,0.00,4.15,5.03,207876.19,117488.76,60347.70,90315.36,1.80,-0.02,3.24,2.59,20080508,20390.67,0.41,16.45,17.66,23.68,-5.94,37127.00,002229
合纵科技,电气设备,北京,432.60,2.85,5.82,418694.22,268845.03,62845.17,107868.51,1.85,0.01,3.31,4.50,20150610,48870.73,0.84,110.21,140.27,20.92,1.37,20700.00,300477
太极集团,中成药,重庆,172.91,4.27,5.57,1205651.50,701546.81,225967.02,204798.95,3.68,0.02,5.69,2.54,19971118,47164.73,0.85,20.43,402.89,40.25,0.52,33672.00,600129
川金诺,化工原料,云南,91.88,0.38,0.93,97269.50,51349.65,22649.10,27733.40,2.97,0.09,7.11,4.60,20160315,25687.20,2.75,7.32,8.71,27.03,4.67,16042.00,300505
一拖股份,农用机械,河南,30.58,5.94,9.86,1395439.00,824945.75,296892.50,209963.27,2.13,0.05,4.91,1.21,20120808,132117.09,1.34,-12.74,-25.12,14.59,2.06,33919.00,601038
国睿科技,通信设备,江苏,162.81,4.26,6.22,267618.50,248821.97,12291.74,49526.90,0.80,0.03,2.90,6.32,20030128,73070.49,1.17,8.84,-25.57,23.04,10.04,26992.00,600562
ST景谷,林业,云南,0.00,1.30,1.30,32104.98,21440.61,6385.91,28331.91,2.18,-0.05,0.17,152.98,20000825,-40453.05,-3.12,-22.07,-0.35,4.09,-52.17,4343.00,600265
拉夏贝尔,服饰,上海,13.76,0.55,5.48,766250.00,480418.00,43028.90,189409.70,3.46,0.32,7.39,2.37,20170925,137997.50,2.52,0.00,0.00,60.36,6.83,23765.00,603157
力源信息,元器件,湖北,16.34,3.09,6.59,631240.69,363507.59,21570.67,308673.34,4.68,0.16,6.54,1.64,20110222,57294.70,0.87,130.04,167.27,8.28,4.96,30000.00,300184
元隆雅图,文教休闲,北京,40.07,0.32,1.30,73126.46,68749.18,444.87,30723.18,2.36,0.15,4.16,5.91,20170606,15890.17,1.22,62.23,90.03,24.25,9.81,12747.00,002878
华谊嘉信,广告包装,北京,21.83,4.82,6.78,346013.75,204810.00,3384.71,1464.21,0.02,0.05,1.35,2.95,20100421,15627.65,0.23,-7.66,40.88,23.30,4.53,24241.00,300071
银邦股份,铝,江苏,159.72,7.01,8.22,282447.72,132453.00,121143.90,57130.86,0.70,0.01,1.89,4.39,20120718,11971.87,0.15,10.42,-51.70,9.56,2.24,15289.00,300337
文化长城,陶瓷,广东,102.76,2.77,4.81,274735.31,102141.67,21921.18,102657.43,2.13,0.02,4.21,1.56,20100625,33395.60,0.69,-3.89,5.15,42.34,7.37,16000.00,300089
北部湾港,港口,广西,18.30,2.63,13.87,1551949.63,201891.09,982570.88,270367.50,1.95,0.11,5.26,1.49,19951102,284845.63,2.05,16.52,30.84,38.16,16.67,35894.00,000582
正泰电器,电气设备,浙江,20.47,17.29,21.51,4431457.50,2125642.00,1483716.13,1101102.50,5.12,0.28,9.55,2.44,20100121,660072.13,3.07,27.99,70.59,26.95,12.03,32322.00,601877
株冶集团,铅锌,湖南,0.00,5.27,5.27,662542.69,357807.88,265059.19,86742.30,1.64,-0.06,0.33,21.11,20040830,-130532.57,-2.47,-15.85,-1251.18,1.24,-1.16,34466.00,600961
创源文化,文教休闲,浙江,373.85,0.30,1.20,77801.68,57059.71,16830.93,37724.14,3.14,0.01,4.87,4.51,20170919,11052.53,0.92,0.00,0.00,28.85,1.23,14850.00,300703
凯恩股份,造纸,浙江,115.12,4.68,4.68,176071.23,95301.61,56221.60,27219.95,0.58,0.01,2.60,2.07,20040705,40444.39,0.86,20.84,-68.26,23.30,2.06,32188.00,002012
天齐锂业,小金属,四川,22.23,11.36,11.42,1797603.25,805546.38,140202.59,420034.41,3.68,0.58,8.09,6.35,20100831,427641.69,3.74,56.92,62.70,73.67,39.56,132160.00,002466
汉嘉设计,建筑施工,浙江,161.39,0.53,2.10,84655.75,62115.23,15889.55,10680.12,0.51,0.06,3.87,9.37,20180525,29412.24,1.40,0.00,0.00,18.70,6.51,100201.00,300746
摩恩电气,电气设备,上海,99.93,4.13,4.39,154541.19,60145.68,34950.56,6841.43,0.16,0.03,1.51,7.03,20100720,14412.27,0.33,55.42,147.58,33.03,10.22,7783.00,002451
初灵信息,通信设备,浙江,607.28,1.38,2.30,184820.67,81828.75,1386.78,111246.42,4.84,0.01,7.34,1.80,20110803,30524.43,1.33,49.57,108.78,61.96,1.74,16000.00,300250
同有科技,软件服务,北京,92.70,2.45,4.21,88424.50,45640.69,7578.17,8680.57,0.21,0.03,1.85,6.05,20120321,26543.97,0.63,62.96,8.24,29.40,11.36,30709.00,300302
特发信息,通信设备,深圳,25.16,5.42,6.27,619181.88,463234.09,55815.55,73884.70,1.18,0.08,3.24,2.51,20000511,61343.36,0.98,10.48,15.79,15.12,4.17,37306.00,000070
三星新材,玻璃,浙江,30.15,0.32,0.88,59428.63,44890.23,8285.88,26175.89,2.97,0.20,5.84,4.06,20170306,13941.65,1.58,9.56,21.72,27.96,20.13,18770.00,603578
星源材质,化工原料,深圳,22.18,1.28,1.92,285259.03,155422.84,84227.50,73676.43,3.84,0.47,7.06,5.85,20161201,36691.85,1.91,43.24,158.13,53.02,52.09,17766.00,300568
精准信息,电器仪表,山东,287.87,3.92,6.69,190603.63,99030.02,20280.02,77660.56,1.16,0.00,2.59,1.94,20100806,24042.20,0.36,-39.37,-62.86,48.82,10.60,33493.00,300099
金龙羽,电气设备,深圳,30.20,0.83,4.25,173926.45,146597.38,19217.21,55981.50,1.32,0.10,3.37,3.76,20170717,39492.00,0.93,54.04,110.50,16.19,7.98,32237.00,002882
南宁糖业,食品,广西,0.00,3.24,3.24,824362.56,512252.16,155399.22,144013.73,4.44,-0.60,3.73,1.49,19990527,-70674.42,-2.18,-19.95,-6662.74,-6.45,-27.80,51135.00,000911
*ST宜化,农药化肥,湖北,0.00,8.98,8.98,3103001.25,702782.06,2009365.38,177377.61,1.98,-0.46,-0.86,-2.78,19960815,-385752.28,-4.30,-29.04,-705.57,14.21,-16.28,67489.00,000422
高盟新材,化工原料,北京,25.44,2.03,2.61,173973.27,73507.30,27441.64,104295.36,4.00,0.08,5.67,1.50,20110407,14054.79,0.54,75.23,369.23,27.01,8.72,12575.00,300200
华懋科技,汽车配件,福建,16.40,2.77,3.07,240706.77,181000.72,46233.57,108878.20,3.55,0.26,7.24,2.33,20140926,80285.50,2.61,10.64,9.11,41.68,29.98,12134.00,603306
雄韬股份,电气设备,深圳,0.00,3.12,3.50,385135.84,290550.44,28779.97,123350.35,3.52,-0.04,6.12,1.72,20141203,55125.06,1.57,33.31,-169.00,11.64,-2.04,29947.00,002733
长亮科技,软件服务,深圳,627.19,1.87,3.22,145888.22,92483.77,25109.68,47424.98,1.48,0.01,3.61,7.56,20120817,29524.86,0.92,22.39,305.43,53.64,2.24,20000.00,300348
雅克科技,化工原料,江苏,142.36,1.83,4.63,186088.36,75898.02,42376.46,70392.36,1.52,0.05,4.56,4.63,20100525,45740.76,0.99,5.75,-27.85,24.83,5.57,19038.00,002409
中国宝安,综合类,深圳,79.30,21.20,21.49,2747295.50,1854819.38,364550.94,78778.84,0.37,0.02,2.33,2.23,19910625,183999.45,0.86,59.54,5.26,39.26,1.74,174300.00,000009
索菱股份,汽车配件,深圳,31.72,2.49,4.22,336282.88,212781.66,41331.51,91269.07,2.16,0.07,4.47,1.91,20150611,50741.40,1.20,63.92,35.80,32.49,7.26,29066.00,002766
炼石有色,航空,陕西,0.00,4.54,5.60,488769.44,119465.90,111526.70,56684.80,1.01,-0.05,2.62,5.76,19970325,29302.85,0.52,0.00,-39.24,21.05,-7.50,34906.00,000697
广电电气,电气设备,上海,321.39,9.36,9.36,283521.31,184298.02,22353.72,135121.88,1.44,0.00,2.53,1.22,20110201,-1736.06,-0.02,-2.94,52.91,26.11,1.64,52160.00,601616
美格智能,通信设备,深圳,102.38,0.45,1.81,81197.36,71643.46,8313.41,24616.73,1.36,0.06,2.78,8.49,20170622,13751.50,0.76,16.18,45.24,24.68,8.61,15949.00,002881
华谊集团,汽车配件,上海,10.76,9.34,21.17,3941760.00,1922359.75,1148584.50,904230.88,4.27,0.21,8.07,1.14,19921204,563505.88,2.66,-6.35,81.06,10.94,4.24,75129.00,600623
禾丰牧业,饲料,辽宁,20.92,8.31,8.31,641415.44,312292.47,154260.80,10361.15,0.12,0.11,4.19,2.20,20140808,231627.72,2.79,16.31,30.40,9.38,2.93,28766.00,603609
康尼机电,运输设备,江苏,17.32,7.38,9.93,769566.69,450873.50,55819.01,317771.88,3.20,0.11,5.11,1.36,20140801,79538.52,0.80,102.24,135.53,34.08,12.46,24042.00,603111
卧龙电气,电气设备,浙江,22.04,11.11,12.93,1660714.38,905582.81,292927.78,188537.02,1.46,0.09,4.47,1.77,20020606,263152.06,2.03,10.68,238.39,24.86,4.69,53400.00,600580
华控赛格,元器件,深圳,0.00,10.07,10.07,262821.19,92148.88,17567.00,119427.15,1.19,-0.01,0.64,4.62,19970611,-171641.05,-1.71,89.41,0.82,30.07,-37.74,30558.00,000068
中科曙光,电脑设备,天津,369.15,6.43,6.43,935098.00,620031.81,109222.88,157163.75,2.44,0.04,4.92,10.65,20141106,88027.25,1.37,78.91,20.33,17.62,1.55,77983.00,603019
全志科技,元器件,广东,0.00,2.95,3.31,227140.55,195701.67,16668.96,65038.80,1.96,-0.04,6.06,4.02,20150515,94395.10,2.85,63.87,-74.38,29.86,-4.37,29559.00,300458
锋龙股份,汽车配件,浙江,110.68,0.22,0.89,57617.36,43799.69,10701.70,26123.13,2.94,0.15,5.18,9.61,20180403,10270.42,1.16,0.00,0.00,31.79,12.10,23569.00,002931
三特索道,旅游服务,湖北,0.00,1.39,1.39,266004.56,40461.14,128168.61,45872.20,3.31,-0.20,5.76,3.67,20070817,13805.26,1.00,19.25,6.68,44.42,-25.10,7114.00,002159
天马科技,饲料,福建,41.22,1.86,2.97,147511.11,99890.17,33708.19,17778.48,0.60,0.06,2.85,3.36,20170117,29845.98,1.01,56.00,45.21,19.23,6.96,23294.00,603668
元成股份,建筑施工,浙江,131.63,0.84,2.06,185768.45,155286.13,4251.12,31823.23,1.55,0.03,3.80,3.54,20170324,28432.00,1.38,95.25,110.88,26.75,3.83,11490.00,603388
中房股份,区域地产,北京,0.00,5.79,5.79,30711.93,22177.30,938.85,2033.78,0.04,-0.01,0.49,15.28,19960318,-39945.64,-0.69,-52.62,-0.74,-490.45,-4063.01,21411.00,600890
*ST龙力,食品,山东,0.00,5.08,6.00,403583.50,152838.67,139559.92,192383.86,3.21,-0.03,-0.61,-2.96,20110728,-298218.25,-4.97,-10.65,-154.78,23.59,-7.68,63330.00,002604
台华新材,纺织,浙江,24.76,0.68,5.48,345498.44,185158.52,118392.45,72129.50,1.32,0.14,4.31,3.27,20170921,107052.38,1.95,0.00,0.00,27.39,12.79,26761.00,603055
水星家纺,纺织,上海,21.72,0.67,2.67,249447.00,204434.63,25251.73,89942.90,3.37,0.27,7.91,2.99,20171120,84946.71,3.19,0.00,0.00,36.42,12.15,15790.00,603365
三聚环保,环境保护,北京,18.56,18.01,23.51,2561658.00,2155841.75,258871.00,170050.09,0.72,0.25,4.00,4.69,20100427,573271.06,2.44,-20.38,35.94,25.71,13.50,55111.00,300072
华海药业,化学制药,浙江,43.53,12.32,12.51,881304.88,443111.34,227419.72,122572.86,0.98,0.13,4.03,5.59,20030304,237167.02,1.90,9.69,15.56,54.62,13.06,18140.00,600521
中广天择,影视音像,湖南,71.69,0.25,1.00,62123.01,48245.07,1775.71,25594.15,2.56,0.08,5.48,4.34,20170811,17108.40,1.71,0.00,0.00,32.51,14.51,11243.00,603721
中珠医疗,区域地产,湖北,26.92,15.65,19.93,736526.31,481907.56,44176.59,298950.78,1.50,0.03,3.04,1.12,20010518,98900.78,0.50,4.22,0.29,53.57,25.23,18774.00,600568
龙大肉食,食品,山东,16.36,7.51,7.56,284835.22,198650.98,54775.60,35659.60,0.47,0.10,2.66,2.57,20140626,75579.50,1.00,24.73,1.89,9.57,4.28,15477.00,002726
丰华股份,小金属,上海,94.07,1.88,1.88,65460.55,59035.13,3567.93,43600.46,2.32,0.02,3.16,2.85,19920910,-9170.07,-0.49,-0.64,225.50,21.27,18.69,16215.00,600615
沈阳机床,机床制造,辽宁,125.84,7.40,7.65,2006817.25,1573584.75,290045.44,134763.11,1.76,0.02,1.15,7.33,19960718,-136107.52,-1.78,85.42,104.79,25.52,0.78,137296.00,000410
合金投资,综合类,新疆,0.00,3.85,3.85,99413.43,21946.92,10025.08,4787.01,0.12,-0.01,0.40,12.57,19961112,-34518.30,-0.90,57.09,26.95,11.86,-35.26,20544.00,000633
华录百纳,影视音像,北京,0.00,5.97,8.12,709725.63,469387.31,625.80,452084.06,5.56,-0.06,7.82,0.88,20120209,98515.31,1.21,-40.99,-173.12,2.23,-20.59,27527.00,300291
厦门象屿,仓储物流,福建,11.77,21.38,21.57,5514865.50,4297223.50,602664.50,511264.56,2.37,0.11,5.16,0.98,19970604,239846.52,1.11,15.72,67.05,3.02,0.49,46552.00,600057
獐子岛,渔业,辽宁,0.00,6.87,7.11,368689.28,210122.92,103206.30,97369.46,1.37,-0.01,0.47,8.02,20060928,-158188.06,-2.22,5.94,-344.18,13.71,-1.26,56647.00,002069
九鼎新材,玻璃,江苏,228.25,3.12,3.32,254564.77,73371.36,133580.05,36873.59,1.11,0.01,2.66,2.49,20071226,14970.12,0.45,19.45,20.77,23.38,1.08,18698.00,002201
高斯贝尔,通信设备,湖南,0.00,0.83,1.67,140587.61,101954.75,15316.87,10449.91,0.63,-0.15,3.73,3.56,20170213,31977.49,1.91,-35.08,-1015.87,19.69,-14.97,22218.00,002848
星湖科技,食品,广东,96.60,6.45,6.45,142173.52,46828.85,73611.05,76112.06,1.18,0.01,1.43,3.32,19940818,-65730.11,-1.02,104.82,130.51,18.81,3.43,42532.00,600866
国新能源,供气供热,山西,50.77,8.98,10.85,2721619.75,570282.94,1071696.63,92857.11,0.86,0.03,3.46,1.66,19921013,155668.27,1.44,1.32,-66.14,16.18,1.00,40449.00,600617
视源股份,元器件,广东,77.52,0.67,6.51,508650.56,413402.56,50077.30,88825.22,1.36,0.20,4.11,14.84,20170119,143010.75,2.20,64.32,13.94,18.25,4.81,9189.00,002841
天桥起重,工程机械,湖南,76.57,11.75,14.17,336054.56,238794.80,41421.96,46567.18,0.33,0.01,1.48,2.16,20101210,43139.12,0.30,-0.31,13.41,29.03,9.05,34140.00,002523
莱茵生物,中成药,广西,45.84,3.54,4.37,290360.13,207869.17,56399.82,26166.93,0.60,0.04,2.44,3.14,20070913,33783.51,0.77,-21.94,41.09,37.53,16.41,58026.00,002166
大众公用,供气供热,上海,102.68,24.19,29.52,2039521.00,687760.31,382221.25,108946.47,0.37,0.01,2.47,1.57,19930304,173702.67,0.59,13.85,-78.00,10.37,1.82,214808.00,600635
凯盛科技,玻璃,安徽,71.97,7.41,7.67,531896.69,329060.59,128118.52,96034.00,1.25,0.02,3.10,1.67,20021108,61953.28,0.81,-20.76,15.36,14.90,2.38,28453.00,600552
赛轮金宇,汽车配件,山东,14.59,22.94,27.01,1462191.63,666179.38,579493.50,183249.31,0.68,0.04,2.21,1.18,20110630,143214.34,0.53,-3.89,337.30,17.26,3.97,63622.00,601058
越博动力,汽车配件,江苏,0.00,0.20,0.78,172162.06,141000.42,15270.87,42547.30,5.42,-0.13,11.53,6.63,20180508,17342.20,2.21,0.00,0.00,41.85,-22.57,19139.00,300742
富临精工,汽车配件,四川,41.78,3.84,4.97,558470.31,272158.81,67585.03,239697.80,4.82,0.05,8.15,1.04,20150319,72105.00,1.45,-39.89,-70.05,33.93,8.74,25000.00,300432
远方信息,电器仪表,浙江,31.97,1.52,2.87,223573.30,94816.65,26665.77,112787.42,3.92,0.07,6.87,1.24,20120329,49809.62,1.73,-2.91,-22.08,61.24,18.83,13000.00,300306
许继电气,电气设备,河南,71.84,10.08,10.08,1450375.25,1235936.25,116881.01,83428.93,0.83,0.03,7.54,1.05,19970418,524215.34,5.20,-21.05,-44.26,23.40,3.09,69106.00,000400
金路集团,化工原料,四川,35.73,5.49,6.09,146454.02,44598.25,88281.18,2541.12,0.04,0.04,1.44,3.67,19930507,12659.28,0.21,10.54,-13.92,16.17,5.28,51942.00,000510
欧普康视,医疗保健,安徽,67.22,1.37,2.24,99478.95,82350.47,3541.21,45984.55,2.06,0.16,3.78,11.31,20170117,26412.85,1.18,33.25,32.08,74.73,46.12,8108.00,300595
天津普林,元器件,天津,0.00,2.46,2.46,63160.78,31016.55,22151.65,30227.18,1.23,-0.02,1.76,3.98,20070516,-13613.60,-0.55,7.53,14.06,7.93,-4.88,13150.00,002134
天铁股份,橡胶,浙江,739.04,0.42,1.06,98264.74,71540.56,7260.62,50006.98,4.70,0.01,8.22,2.20,20170105,23484.07,2.21,72.40,115.64,45.70,1.53,10664.00,300587
贵广网络,影视音像,贵州,35.11,2.98,10.43,911938.31,262141.30,344232.81,160466.45,1.54,0.05,4.08,1.82,20161226,143170.70,1.37,42.82,5.95,30.09,9.54,55624.00,600996
天舟文化,出版业,湖南,17.00,7.64,8.45,477660.66,141444.73,5071.10,289850.00,3.43,0.07,5.00,0.95,20101215,69231.15,0.82,-1.18,-0.11,55.57,34.86,34963.00,300148
威海广泰,航空,山东,20.91,3.27,3.82,442695.81,284040.09,84553.90,137119.63,3.59,0.13,6.96,1.60,20070126,78898.36,2.07,15.45,24.30,35.96,13.26,29509.00,002111
远大控股,商贸代理,江苏,0.00,4.05,5.99,757812.31,718824.38,5182.76,123896.36,2.07,-0.05,4.21,1.69,19961128,68626.09,1.15,-36.79,-130.44,0.60,-0.20,31641.00,000626
胜利精密,元器件,江苏,22.82,20.88,34.42,1990338.25,1171688.38,391379.28,386393.06,1.12,0.04,2.61,1.56,20100608,155919.31,0.45,34.38,7.70,12.00,3.34,68016.00,002426
天地数码,电脑设备,浙江,109.14,0.17,0.65,33596.03,18219.00,12807.86,743.16,0.11,0.17,3.52,20.74,20180427,10240.16,1.56,0.00,0.00,33.89,11.80,18497.00,300743
康欣新材,其他建材,山东,8.88,7.52,10.34,518235.44,274173.56,98888.05,51494.12,0.50,0.13,3.41,1.39,19970526,187759.61,1.82,94.95,24.69,33.28,22.60,56446.00,600076
正平股份,建筑施工,青海,40.51,1.93,4.00,473199.75,352058.41,45174.01,37026.40,0.93,0.06,3.27,2.51,20160905,43340.73,1.08,248.13,245.44,7.77,3.39,25696.00,603843
永东股份,化工原料,山西,15.67,1.99,3.33,182181.11,102750.65,40442.53,26614.30,0.80,0.24,3.92,3.86,20150519,66220.09,1.99,55.08,105.75,26.76,13.47,15812.00,002753
天鹅股份,农用机械,山东,441.92,0.37,0.93,91322.31,59432.55,17866.15,22077.50,2.37,0.01,7.63,2.21,20160427,34606.12,3.71,21.66,-42.97,33.60,1.73,15476.00,603029
济民制药,化学制药,浙江,69.06,3.20,3.20,158026.81,42625.51,24664.25,19973.96,0.62,0.04,2.51,3.85,20150217,25775.81,0.81,23.32,29.39,43.70,6.83,14097.00,603222
凤形股份,机械基件,安徽,248.09,0.72,0.88,89971.77,41063.75,37172.98,23660.35,2.69,0.02,5.50,3.03,20150611,12860.05,1.46,9.79,137.76,16.61,1.42,14470.00,002760
华虹计通,软件服务,上海,0.00,1.68,1.68,50377.76,39391.43,10426.55,19031.35,1.13,-0.00,2.31,3.92,20120619,1706.15,0.10,2.86,96.72,29.22,-0.58,11587.00,300330
爱婴室,百货,上海,116.13,0.25,1.00,121667.67,106132.97,6933.37,41563.98,4.16,0.16,7.98,7.06,20180330,26669.20,2.67,0.00,0.00,25.14,2.52,27863.00,603214
九鼎投资,多元金融,江西,40.08,4.34,4.34,506347.91,309824.81,4216.03,18868.02,0.44,0.11,4.66,3.66,19970418,122048.85,2.82,13.03,-17.22,98.61,27.68,20591.00,600053
金轮股份,纺织机械,江苏,34.79,1.11,1.75,267063.66,152334.88,32409.21,110946.88,6.32,0.12,9.95,1.69,20140128,41146.80,2.34,15.85,-14.54,17.91,4.43,30004.00,002722
金牛化工,化工原料,河北,225.89,6.80,6.80,116120.95,88086.03,21166.28,164531.30,2.42,0.01,1.35,3.40,19960626,-149910.48,-2.20,-14.97,-73.40,5.13,1.82,45441.00,600722
川环科技,橡胶,四川,26.46,0.63,1.23,99290.40,80726.84,14631.29,38303.71,3.10,0.22,5.95,3.94,20160930,31618.75,2.56,19.44,23.13,36.38,17.79,14513.00,300547
南风股份,电气设备,广东,0.00,4.02,5.09,381445.59,185097.95,91978.81,214456.84,4.21,-0.04,6.10,0.64,20091030,39540.19,0.78,2.41,8.77,24.20,-15.70,23239.00,300004
通光线缆,电气设备,江苏,194.54,3.37,3.38,209486.22,141121.61,32563.00,19513.48,0.58,0.01,2.86,2.01,20110916,39353.00,1.17,8.19,-79.34,17.08,0.66,20123.00,300265
超频三,元器件,深圳,224.98,0.54,2.21,105126.32,57612.50,30725.00,29025.59,1.31,0.03,2.34,10.00,20170503,12765.53,0.58,66.78,-31.63,32.06,4.86,36180.00,300647
中科电气,电气设备,湖南,26.40,3.90,5.18,177558.84,79862.78,27488.03,37518.90,0.72,0.06,2.22,2.60,20091225,21641.82,0.42,87.68,161.24,34.63,26.82,42005.00,300035
紫光国微,元器件,河北,152.95,6.05,6.07,518861.09,271012.69,25908.46,61902.13,1.02,0.08,5.81,8.22,20050606,215135.67,3.55,28.28,-11.31,25.65,9.19,129438.00,002049
鑫茂科技,通信设备,天津,62.74,12.08,12.08,271602.47,147914.50,41770.53,20100.76,0.17,0.02,1.48,2.94,19970929,31730.56,0.26,12.92,354.26,14.35,4.23,53677.00,000836
应流股份,专用机械,安徽,40.90,4.00,4.34,688606.25,269540.72,318290.78,157851.95,3.64,0.08,6.59,1.88,20140122,73851.75,1.70,15.02,4.57,35.30,8.06,33606.00,603308
科士达,电器仪表,深圳,33.03,5.54,5.89,358676.41,271209.03,51215.78,53455.76,0.91,0.07,3.93,2.42,20101207,113862.77,1.93,10.83,-16.66,33.03,9.60,14757.00,002518
依米康,专用机械,四川,60.41,3.03,4.47,245771.09,177935.09,21843.00,11110.01,0.25,0.03,1.70,4.09,20110803,24657.70,0.55,86.09,224.39,27.56,6.16,18650.00,300249
艾华集团,元器件,湖南,41.24,3.90,3.90,314649.09,234071.92,67572.61,109470.26,2.81,0.13,5.26,4.11,20150515,52791.78,1.35,13.40,-33.02,29.49,11.98,11844.00,603989
亿通科技,通信设备,江苏,225.12,1.86,3.03,56483.06,35054.89,14838.00,3736.85,0.12,0.01,1.66,3.32,20110505,14216.52,0.47,0.91,3.93,21.90,4.62,10654.00,300211
综艺股份,综合类,江苏,641.51,13.00,13.00,624728.69,233173.91,123549.15,222568.16,1.71,0.00,2.64,2.38,19961120,-7558.47,-0.06,-0.91,-69.15,23.66,2.31,81360.00,600770
中来股份,塑料,江苏,50.82,1.21,2.41,576072.88,335316.72,134486.52,172353.81,7.15,0.09,10.81,1.74,20140912,60863.96,2.53,-34.56,-69.41,29.42,4.91,6825.00,300393
金石东方,化学制药,四川,31.74,0.83,2.23,307877.88,74022.86,50985.98,199414.72,8.93,0.21,11.50,2.38,20150424,32765.78,1.47,745.72,960.54,69.25,18.45,8763.00,300434
西部资源,汽车整车,四川,0.00,6.62,6.62,452109.56,141376.70,30185.58,37559.21,0.57,-0.04,0.58,7.62,19980225,-73767.53,-1.11,-16.43,14.33,45.44,-71.81,51862.00,600139
玉龙股份,钢加工,江苏,328.47,7.83,7.83,256162.05,243217.09,1746.15,90415.18,1.15,0.01,2.59,2.44,20111107,21767.78,0.28,31.30,299.51,7.78,1.02,39919.00,601028
冰轮环境,工程机械,山东,0.00,6.05,6.53,539086.56,275975.00,68370.07,3950.62,0.06,-0.04,4.16,1.17,19980528,155546.19,2.38,-6.40,-125.46,25.43,-3.57,34528.00,000811
坚瑞沃能,电气设备,陕西,0.00,12.94,24.33,2938314.25,2187100.50,332054.50,490277.19,2.02,-0.13,1.57,1.43,20100902,-351420.75,-1.44,-59.88,-225.85,18.93,-28.58,51535.00,300116
*ST船舶,船舶,上海,50.11,13.78,13.78,4732273.00,3060613.75,890422.88,657301.31,4.77,0.05,10.65,0.98,19980520,608311.31,4.41,-27.85,200.10,10.25,2.43,167897.00,600150
濮阳惠成,化工原料,河南,38.16,1.20,2.57,88079.86,57991.42,15134.37,28360.64,1.10,0.08,2.83,4.49,20150630,25827.32,1.00,68.64,56.52,34.83,14.04,20621.00,300481
创元科技,专用机械,江苏,31.79,4.00,4.00,419857.94,265220.13,83357.20,32729.70,0.82,0.05,4.07,1.47,19940106,58079.18,1.45,14.29,12.79,24.05,2.63,28475.00,000551
赣锋锂业,小金属,江西,31.22,7.86,11.15,828777.81,466500.19,80018.21,118660.65,1.06,0.32,3.85,10.42,20100810,230844.05,2.07,67.97,162.60,46.08,34.12,126811.00,002460
华星创业,通信设备,浙江,0.00,3.89,4.29,290879.94,204304.88,41592.60,2671.95,0.06,-0.03,1.70,2.43,20091030,26412.35,0.62,16.13,-425.07,14.76,-3.85,29303.00,300025
九洲电气,电气设备,黑龙江,21.55,2.33,3.43,373849.81,206996.84,109428.20,81554.43,2.38,0.07,5.55,1.08,20100108,69266.25,2.02,-17.62,5.46,31.85,12.19,22508.00,300040
神州泰岳,软件服务,北京,0.00,13.94,19.61,649244.31,233897.63,41568.46,42725.56,0.22,-0.02,2.60,1.59,20091030,248464.17,1.27,-48.08,-346.64,73.99,-14.15,56723.00,300002
