code,name,mbrg,nprg,nav,targ,epsg,seg
603399,吉翔股份,77.92,82016.26,17.47,24.08,2500.00,15.60
600083,博信股份,3111.43,51381.41,1.44,68.82,-1395.00,28.73
002305,南国置业,-21.51,35252.06,0.60,7.20,93.10,-0.54
600256,广汇能源,196.05,18651.09,13.64,5.43,1650.00,8.31
600784,鲁银投资,-7.73,10246.40,-12.04,-15.80,6900.00,-6.06
300272,开能健康,18.48,8692.70,-1.36,-41.12,2490.99,62.75
600319,亚星化学,7.75,5366.20,451.92,-15.36,0.00,451.92
000912,*ST天化,8.70,5212.74,-1161.35,-21.87,4706.45,-1157.33
600136,当代明诚,265.00,4908.76,12.94,55.29,22500.00,7.54
002696,百洋股份,29.03,4716.67,106.34,87.49,-1258.00,116.66
002016,世荣兆业,610.73,4699.10,60.20,-9.19,4076.67,60.31
600429,三元股份,26.71,4430.19,17.42,85.01,2054.55,2.32
600131,岷江水电,44.26,4352.59,13.80,0.01,1360.00,13.28
002613,北玻股份,34.08,3639.10,4.79,14.16,3976.19,1.27
000553,沙隆达A,891.03,3360.73,883.72,1202.39,740.24,883.72
601360,三六零,477.34,2927.02,951.32,773.89,69.49,971.52
000040,东旭蓝天,29.34,2910.20,14.58,54.16,2903.70,14.45
300750,宁德时代,155.20,2744.85,7.37,10.99,-1221.69,6.95
600781,辅仁药业,897.68,2733.91,1002.81,676.93,823.57,1176.52
600516,方大炭素,408.40,2699.45,101.05,97.00,2374.53,97.79
600740,山西焦化,49.29,2540.09,250.78,71.87,1311.76,321.58
300080,易成新能,194.13,2458.27,-20.40,3.18,393.33,-32.29
600515,海航基础,-2.32,2234.13,-9.26,-6.08,2014.29,-16.30
300107,建新股份,176.06,2233.25,20.15,23.53,2211.11,20.15
002535,林州重机,85.77,2218.47,1.43,13.50,2164.29,-0.21
002798,帝欧家居,935.55,2178.14,388.89,580.75,1750.00,388.87
300052,中青宝,7.03,2166.84,-18.42,4.42,500.00,-19.69
600216,浙江医药,61.68,2149.86,17.65,19.00,1533.33,10.75
000885,同力水泥,-43.73,2123.02,-32.92,17.28,51740.00,-20.78
300423,鲁亿通,1171.26,1967.03,330.03,708.70,1333.33,330.03
300176,鸿特科技,184.08,1564.37,104.21,53.72,1564.07,104.21
601958,金钼股份,-24.29,1562.86,0.89,-1.59,1900.00,0.72
002386,天原集团,35.17,1511.17,-0.91,1.78,250.00,2.94
600708,光明地产,28.80,1430.91,21.05,22.17,806.04,23.00
601106,中国一重,75.26,1350.28,17.76,11.18,333.33,17.87
300276,三丰智能,264.84,1345.36,282.19,394.95,837.97,294.11
002034,旺能环境,14.01,1306.40,299.84,367.91,566.67,303.06
002428,云南锗业,26.22,1270.36,0.60,-7.18,50.00,0.62
000560,我爱我家,642.77,1268.99,157.68,172.17,572.58,152.20
600361,华联综超,-3.40,1231.36,4.05,-5.59,941.67,4.18
000850,华茂股份,19.97,1220.32,-5.77,-4.41,742.24,-6.36
002299,圣农发展,16.45,1203.32,6.32,11.14,371.89,7.47
002383,合众思壮,214.22,1186.73,6.88,75.50,238.16,6.79
002164,宁波东力,4717.76,1168.77,217.05,807.88,677.78,216.28
300038,梅泰诺,275.51,1077.34,57.45,16.92,730.81,61.68
600369,西南证券,15.29,1075.29,0.95,1.94,1090.48,1.34
000042,中洲控股,39.48,1065.20,21.08,36.65,929.56,12.47
002336,人人乐,-9.63,1050.87,-21.06,-4.71,1052.46,-21.07
002685,华东重机,64.26,1030.06,232.85,189.48,1560.00,241.20
600665,天地源,36.02,987.46,9.25,16.18,897.00,9.15
600406,国电南瑞,170.55,955.89,137.24,164.17,100.00,119.60
300251,光线传媒,-34.25,953.22,44.46,48.00,1033.33,45.77
600579,天华院,31.49,945.79,-3.30,0.34,947.62,-3.30
600963,岳阳林纸,35.01,938.45,52.03,8.69,685.71,52.03
002133,广宇集团,120.05,902.39,15.86,-1.87,800.00,11.16
000789,万年青,48.79,895.62,14.05,3.88,3366.98,18.57
601155,新城控股,154.21,862.25,61.58,68.25,650.00,42.02
600027,华电国际,17.60,859.96,0.19,5.17,6900.00,-0.43
600725,ST云维,259.60,828.25,190.48,108.96,825.00,190.48
300583,赛托生物,133.51,814.97,6.27,18.36,574.63,6.66
000301,东方市场,-8.31,752.77,3.48,-21.16,770.97,3.48
002102,冠福股份,85.96,701.94,9.83,14.50,682.68,9.98
002374,丽鹏股份,29.45,693.90,5.65,20.07,831.58,2.48
002384,东山精密,25.27,659.59,192.52,49.69,433.33,193.15
600801,华新水泥,16.32,656.02,19.71,-1.38,483.33,23.07
300173,智慧松德,-9.33,654.63,3.23,12.04,780.00,3.21
002642,荣之联,79.37,627.16,10.12,24.31,602.38,10.13
300224,正海磁材,103.26,613.92,-1.58,0.48,200.00,-1.24
002600,领益智造,24.60,606.31,106.41,82.20,40.00,108.86
300391,康跃科技,124.22,599.58,266.00,164.10,337.50,266.94
300688,创业黑马,7.61,598.98,113.06,85.86,250.00,115.14
601168,西部矿业,5.65,598.03,3.99,12.38,600.00,-0.23
002334,英威腾,16.98,575.47,11.52,34.40,194.59,12.78
300492,山鼎设计,8.67,575.37,5.20,9.41,100.00,5.89
600609,金杯汽车,9.82,551.71,89.70,-52.62,-138.78,1025.09
002001,新和成,148.00,549.26,86.06,64.19,461.90,86.11
000718,苏宁环球,42.69,546.27,8.84,-9.82,544.60,10.29
002709,天赐材料,14.95,540.30,62.55,62.59,505.00,67.30
600789,鲁抗医药,38.46,531.65,53.71,45.28,465.22,56.46
300409,道氏技术,437.64,530.81,72.18,144.34,275.00,28.91
000631,顺发恒业,14.22,519.61,14.51,-17.81,433.33,14.65
600387,海越股份,112.38,505.78,98.02,28.81,214.29,115.54
000673,当代东方,67.06,504.60,-8.09,15.85,608.43,-3.18
002499,科林环保,-48.08,498.63,1.77,20.88,411.49,8.47
601028,玉龙股份,31.30,497.72,3.95,-11.75,400.00,4.07
300554,三超新材,250.94,496.45,130.91,110.49,347.25,130.91
000981,银亿股份,136.81,494.29,103.15,44.04,550.89,113.68
002013,中航机电,18.86,493.84,21.12,10.42,58.82,13.86
300401,花园生物,171.66,493.55,83.51,77.99,481.82,83.51
300462,华铭智能,15.97,486.66,10.39,8.84,566.67,10.47
002023,海特高新,0.96,475.94,-5.19,7.37,229.17,-5.50
002061,浙江交科,326.59,460.89,125.98,327.28,139.58,118.62
000862,银星能源,8.82,443.95,-6.57,-7.27,386.84,-6.42
600658,电子城,229.53,441.85,10.37,49.03,550.00,7.28
603588,高能环境,77.99,437.86,15.26,30.92,370.00,12.33
000932,华菱钢铁,11.17,435.78,70.63,6.54,398.73,81.36
603637,镇海股份,63.79,435.04,4.02,14.16,300.00,4.02
300132,青松股份,64.68,429.74,22.00,41.53,430.30,22.00
300094,国联水产,20.25,423.85,11.26,25.73,408.47,11.26
300346,南大光电,139.38,421.36,2.94,6.21,320.51,2.72
600869,智慧能源,22.10,420.45,-4.95,23.77,498.11,-6.50
002626,金达威,79.63,419.34,24.53,11.64,400.00,25.12
002151,北斗星通,91.64,419.10,1.58,19.41,-21.00,0.46
601003,柳钢股份,25.49,416.29,70.40,-4.78,416.06,70.40
601599,鹿港文化,11.27,415.87,-3.60,26.07,100.00,-2.62
300618,寒锐钴业,218.67,412.52,61.89,123.00,141.82,61.89
000717,韶钢松山,15.89,410.42,511.48,-6.26,410.36,511.48
300472,新元科技,145.09,405.83,215.33,207.68,350.00,209.19
603595,东尼电子,210.96,402.70,205.42,190.08,273.91,205.42
300437,清水源,165.07,402.32,19.12,107.36,454.24,4.97
300398,飞凯材料,226.64,401.14,150.79,145.33,325.00,153.81
000825,太钢不锈,7.59,400.55,22.88,0.32,357.14,24.58
600685,中船防务,-27.43,398.69,61.72,-3.05,31.54,12.27
002639,雪人股份,26.17,394.79,-1.83,4.13,57.89,-1.68
600641,万业企业,250.95,387.77,43.73,13.50,387.71,43.73
002587,奥拓电子,172.76,386.98,15.23,42.87,211.11,13.98
300300,汉鼎宇佑,44.59,379.83,-0.74,-5.55,401.25,-0.17
000155,川化股份,45.35,378.34,31.91,140.22,200.00,7.26
600727,鲁北化工,-13.05,377.03,8.76,4.79,600.00,8.76
600876,洛阳玻璃,217.10,374.43,1.56,142.01,236.36,1.56
300200,高盟新材,75.23,369.23,87.59,99.01,300.00,87.59
002113,天润数娱,263.02,369.14,182.58,186.39,290.00,182.58
000880,潍柴重机,41.22,365.49,2.32,15.07,341.18,2.87
600173,卧龙地产,348.48,364.11,27.91,33.92,302.17,19.83
002579,中京电子,22.46,361.32,3.84,24.05,400.00,3.84
300348,长亮科技,22.39,357.45,8.96,10.24,290.00,9.14
000818,航锦科技,29.71,356.31,16.59,47.48,349.17,14.11
000632,三木集团,92.35,354.30,4.81,-8.06,278.46,2.60
300318,博晖创新,54.02,353.34,-25.06,-1.63,441.18,-22.76
000819,岳阳兴长,11.80,351.99,-2.80,-3.27,191.67,-2.48
600805,悦达投资,48.29,351.58,-5.04,5.15,380.00,-6.90
002279,久其软件,106.44,350.95,27.08,78.04,-2.78,20.76
000980,众泰汽车,917.68,350.84,672.22,696.72,16.67,674.98
600596,新安股份,43.72,345.93,15.50,12.14,300.11,16.34
000975,银泰资源,760.75,340.50,103.85,129.90,369.71,117.92
300226,上海钢联,31.80,337.99,101.68,52.12,246.61,66.64
300559,佳发教育,134.35,335.76,18.13,26.47,314.63,11.59
300205,天喻信息,-12.53,335.67,10.97,14.11,56.77,10.78
002430,杭氧股份,22.53,333.69,36.67,4.34,220.00,39.61
002176,江特电机,118.35,330.72,13.73,36.01,333.33,11.91
300122,智飞生物,416.73,330.44,23.85,79.35,305.75,23.85
600777,新潮能源,1551.65,327.86,141.99,239.84,155.10,141.99
300467,迅游科技,319.18,325.51,466.76,354.09,155.56,456.36
000603,盛达矿业,483.93,324.72,18.41,17.03,400.00,15.65
600260,凯乐科技,12.22,320.52,58.38,29.18,258.33,63.37
002898,赛隆药业,108.32,319.28,7.37,10.99,212.50,6.95
000025,特力A,13.50,318.24,11.09,19.38,258.94,8.84
600851,海欣股份,12.56,313.09,-9.79,-9.55,80.95,-9.72
000597,东北制药,36.39,304.66,6.09,13.70,450.00,6.89
600561,江西长运,-2.25,304.61,1.31,1.73,-180.00,1.18
000016,深康佳A,65.87,302.24,148.39,26.77,112.84,175.04
600129,太极集团,20.43,297.05,146.59,27.84,287.04,146.14
300601,康泰生物,176.25,290.61,47.51,60.67,281.43,47.51
002057,中钢天源,180.35,290.38,132.52,144.94,180.00,132.45
603516,淳中科技,78.16,289.54,7.37,10.99,237.50,6.95
002118,紫鑫药业,91.82,286.31,12.87,30.43,266.67,12.91
603903,中持股份,26.16,285.69,10.56,52.52,188.81,10.18
002599,盛通股份,70.30,284.59,12.61,13.72,50.00,12.57
300120,经纬辉开,235.27,283.31,175.52,239.68,183.27,197.25
000636,风华高科,35.17,283.28,2.12,-8.69,333.33,1.77
600346,恒力股份,176.83,281.99,222.61,265.71,180.00,228.41
000735,罗牛山,-63.64,280.42,9.58,10.39,284.63,9.82
300180,华峰超纤,65.26,280.10,86.94,71.87,166.67,86.73
600488,天药股份,115.59,278.39,26.82,44.41,127.27,10.86
300243,瑞丰高材,16.93,277.33,8.86,5.73,350.00,8.86
600157,永泰能源,-12.19,275.81,-1.01,8.19,377.91,4.32
603616,韩建河山,7.58,275.17,-7.65,0.19,161.29,-9.37
002549,凯美特气,52.42,271.71,1.50,10.74,259.52,1.16
603878,武进不锈,70.88,269.82,5.39,13.98,300.00,5.39
002332,仙琚制药,46.62,269.51,8.20,47.42,33.33,6.77
300422,博世科,140.82,269.47,28.88,68.65,41.67,20.46
300621,维业股份,48.97,267.86,14.96,5.98,188.89,14.96
600724,宁波富达,28.25,267.78,-26.64,-9.24,211.02,-32.00
300214,日科化学,-52.29,267.62,18.68,16.59,300.00,18.68
600648,外高桥,55.12,266.35,7.91,7.07,300.00,8.23
000157,中联重科,20.58,266.31,1.98,-9.03,354.55,3.01
300700,岱勒新材,168.12,265.65,7.37,10.99,176.47,6.95
603318,派思股份,137.07,264.22,116.98,42.93,100.00,120.36
000046,泛海控股,-82.81,262.53,12.82,13.04,249.64,13.46
002282,博深工具,95.72,261.72,157.18,145.13,300.00,157.18
600050,中国联通,8.59,260.92,33.94,-4.64,233.33,75.67
600580,卧龙电气,10.68,258.79,9.82,0.83,238.87,12.08
300510,金冠电气,140.43,258.60,456.97,522.34,166.67,462.60
600462,九有股份,350.07,257.94,32.22,1003.29,-43.75,1.85
000032,深桑达A,25.98,257.55,-8.84,8.52,150.62,-11.29
600988,赤峰黄金,27.39,256.81,12.17,12.19,100.00,12.14
002477,雏鹰农牧,-3.51,255.03,-7.81,18.48,215.79,1.01
300293,蓝英装备,579.79,253.73,32.97,32.19,149.63,9.37
000952,广济药业,43.63,247.58,24.55,8.20,247.42,24.42
600681,百川能源,215.72,245.76,89.31,74.22,211.11,89.48
000045,深纺织A,-18.75,245.00,2.50,0.85,29.41,2.55
002127,南极电商,619.94,244.37,97.49,93.90,150.00,99.36
600797,浙大网新,17.49,243.89,97.62,74.53,200.00,97.34
002189,利达光电,11.11,243.80,3.96,3.61,142.86,4.04
300174,元力股份,154.97,242.59,9.42,36.10,124.50,10.72
603799,华友钴业,96.36,242.37,47.30,76.62,242.86,46.84
000520,长航凤凰,17.58,241.91,23.55,5.62,238.10,23.55
600673,东阳光科,27.09,240.27,15.24,15.20,211.76,19.34
002738,中矿资源,45.17,240.10,1.35,12.84,75.00,1.35
000830,鲁西化工,31.98,239.80,27.29,13.69,279.43,27.50
600645,中源协和,2.88,239.36,2.81,3.41,328.57,3.05
600819,耀皮玻璃,16.07,239.32,0.84,-3.05,328.57,0.36
002721,金一文化,62.05,233.59,86.55,53.56,200.00,114.46
600738,兰州民百,48.28,231.00,50.14,115.76,55.32,50.14
300283,温州宏丰,33.71,230.47,1.28,5.16,200.00,1.76
600098,广州发展,30.57,228.61,3.38,8.51,233.33,6.20
000786,北新建材,40.36,224.98,22.36,11.88,226.19,22.62
000831,五矿稀土,2.65,224.36,2.63,2.35,225.88,2.57
600010,包钢股份,22.18,223.50,5.33,2.94,127.87,5.37
002711,欧浦智网,22.27,222.57,14.55,13.60,128.57,14.49
002447,晨鑫科技,191.73,222.30,-22.53,-12.89,334.78,-19.69
603959,百利科技,76.51,216.67,11.58,16.12,225.00,11.58
600782,新钢股份,24.19,215.00,57.71,14.91,173.00,60.73
300727,润禾材料,72.98,214.59,7.37,10.99,120.00,6.95
002596,海南瑞泽,39.69,214.43,39.09,62.13,50.00,39.23
002088,鲁阳节能,15.24,212.69,13.32,10.62,106.33,13.32
603030,全筑股份,122.61,211.80,16.98,31.18,-40.00,12.64
300459,金科文化,96.08,211.73,92.93,101.67,120.00,91.43
600615,丰华股份,-0.64,211.59,22.24,18.31,214.29,22.23
002458,益生股份,5.89,210.07,-16.61,11.53,200.00,-17.28
603505,金石资源,83.05,206.41,57.13,35.20,125.00,57.27
002343,慈文传媒,157.82,202.58,99.90,29.32,188.89,98.28
300059,东方财富,54.12,200.72,15.81,42.44,198.72,15.84
300630,普利制药,94.80,200.38,16.70,14.84,131.55,16.70
600096,云天化,-37.04,200.13,0.02,-1.17,215.45,-5.17
600691,阳煤化工,6.58,199.74,10.49,-1.35,86.18,4.13
300121,阳谷华泰,46.95,197.05,123.31,69.57,125.00,123.31
601011,宝泰隆,34.05,194.65,27.50,9.29,138.99,32.34
300309,吉艾科技,-5.28,194.59,18.42,62.99,200.00,21.34
002719,麦趣尔,3.97,194.38,1.38,0.97,173.00,1.12
000961,中南建设,98.65,193.95,7.24,55.09,151.97,8.88
600592,龙溪股份,37.84,193.50,-0.00,6.03,171.37,0.01
300426,唐德影视,99.70,193.31,17.39,19.94,200.00,17.97
603027,千禾味业,-3.01,193.18,26.40,32.46,43.77,26.40
002741,光华科技,37.53,192.07,42.76,61.26,194.26,41.87
000680,山推股份,30.83,191.47,3.77,4.34,149.26,3.25
600618,氯碱化工,4.87,189.59,54.27,-0.57,190.12,54.41
300374,恒通科技,-22.55,188.72,73.59,49.63,133.33,79.11
000408,藏格控股,20.18,187.84,10.00,15.97,201.43,10.55
000627,天茂集团,-11.05,187.47,29.90,29.78,133.33,39.40
000802,北京文化,178.47,186.88,8.23,5.59,155.07,8.01
601015,陕西黑猫,1.91,185.50,62.73,37.91,100.00,97.87
002167,东方锆业,1.42,185.46,-3.90,-3.46,100.00,-3.67
000555,神州信息,37.24,185.35,6.46,0.83,59.38,6.55
000753,漳州发展,1.23,184.50,1.41,-5.25,170.00,3.40
300649,杭州园林,591.55,183.53,80.19,30.08,9.09,80.19
300653,正海生物,28.79,181.29,113.32,107.01,108.17,113.32
300203,聚光科技,42.75,181.21,12.29,16.34,163.33,15.30
000528,柳工,83.93,180.84,8.38,24.85,167.01,3.60
300325,德威新材,58.82,178.86,15.49,32.64,100.00,-0.49
600184,光电股份,142.67,177.01,1.38,2.17,400.00,1.64
000833,贵糖股份,54.22,176.99,3.24,7.79,185.98,3.03
600759,洲际油气,13.42,175.96,-3.81,-9.47,217.86,-5.49
002371,北方华创,30.85,174.32,3.52,25.66,857.14,3.95
600055,万东医疗,11.28,174.03,2.41,3.54,16.67,2.98
002009,天奇股份,86.53,174.00,4.42,13.76,171.43,6.54
002233,塔牌集团,34.90,173.41,84.54,50.87,105.34,84.66
300567,精测电子,62.66,172.18,24.54,48.79,125.93,23.51
300454,深信服,40.12,171.89,40.82,29.63,173.20,40.82
600696,ST岩石,-60.76,171.11,541.48,72.60,100.00,503.76
600502,安徽水利,247.37,171.09,117.25,235.30,77.78,119.46
000785,武汉中商,4.32,170.41,45.31,2.62,237.50,51.05
300184,力源信息,130.04,167.27,9.43,0.23,69.82,9.43
002529,海源机械,0.38,166.24,1.53,5.30,166.05,1.53
601100,恒立液压,74.38,165.16,12.13,20.34,150.00,12.28
000836,鑫茂科技,12.92,165.04,8.26,3.16,355.26,5.96
000150,宜华健康,41.07,164.57,-2.72,9.11,112.78,-3.59
300411,金盾股份,41.66,164.15,483.37,332.35,58.33,481.85
300151,昌红科技,18.69,163.75,2.11,-1.86,140.00,2.25
002460,赣锋锂业,67.97,162.73,64.20,82.25,166.67,64.24
300035,中科电气,87.68,161.23,3.14,21.59,22.15,3.14
002544,杰赛科技,57.34,160.75,64.00,69.68,116.04,60.28
603606,东方电缆,61.12,160.49,85.88,49.52,100.00,85.88
000425,徐工机械,79.79,160.02,18.77,16.82,141.38,18.66
300192,科斯伍德,134.24,158.44,22.57,119.12,34.17,0.82
603466,风语筑,100.81,158.22,7.37,10.99,96.00,6.95
601001,大同煤业,11.51,156.95,15.68,6.47,600.00,13.84
002645,华宏科技,30.66,156.88,8.65,30.50,141.91,8.79
603626,科森科技,45.58,156.14,17.01,47.71,70.00,17.01
000006,深振业A,-58.47,154.42,14.33,-16.08,175.68,14.58
300568,星源材质,43.24,154.25,4.77,45.25,62.07,6.96
300571,平治信息,12.37,153.61,48.81,92.36,9.09,41.46
000533,万家乐,906.35,152.80,1.32,48.31,135.29,0.48
300637,扬帆新材,29.00,152.74,104.48,46.58,83.33,104.48
300227,光韵达,49.69,152.42,80.86,57.76,108.59,82.73
002905,金逸影视,13.14,152.34,7.37,10.99,90.02,6.95
600664,哈药股份,-7.38,152.22,8.91,-6.44,200.00,8.54
002900,哈三联,177.24,151.87,7.37,10.99,81.25,6.95
300400,劲拓股份,77.27,150.06,18.74,28.65,14.29,18.64
002602,世纪华通,60.37,150.00,200.91,165.61,100.00,201.27
300261,雅本化学,102.73,149.93,106.28,84.26,-100.00,101.15
002068,黑猫股份,23.90,149.62,55.15,18.46,111.11,58.56
600859,王府井,36.16,149.13,1.22,11.83,138.78,-1.73
002075,沙钢股份,16.04,147.74,25.32,15.88,139.58,27.61
601717,郑煤机,192.04,147.65,9.82,43.90,120.00,3.49
002341,新纶科技,48.11,146.86,4.71,7.51,125.22,4.88
002451,摩恩电气,55.42,146.30,-1.62,-11.31,145.45,-1.51
002803,吉宏股份,126.53,146.30,0.06,39.33,100.00,-1.81
300532,今天国际,144.46,145.18,9.51,20.12,34.45,9.46
300256,星星科技,-21.97,144.61,1.53,12.95,164.90,1.46
000690,宝新能源,41.52,144.38,3.01,17.05,200.00,3.01
600058,五矿发展,-6.19,143.50,49.29,-7.46,145.35,50.83
002632,道明光学,74.47,142.26,27.55,36.05,133.33,29.28
300438,鹏辉能源,32.93,142.23,11.67,36.01,116.67,11.73
600126,杭钢股份,3.41,141.88,14.11,-0.35,137.50,14.22
300044,赛为智能,0.60,141.85,157.56,95.52,96.74,168.26
002565,顺灏股份,22.33,141.76,11.03,5.34,133.33,12.83
603111,康尼机电,102.24,140.05,261.52,176.05,90.31,271.66
603268,松发股份,39.84,139.62,-8.80,27.29,62.50,4.24
300626,华瑞股份,19.45,139.55,14.61,-7.49,175.00,14.61
300545,联得装备,75.79,139.40,11.50,47.07,128.57,11.50
000821,京山轻机,105.40,139.29,47.71,40.06,207.69,56.38
603518,维格娜丝,142.40,138.89,45.65,4.83,85.00,48.56
000505,京粮控股,644.52,138.07,3801.32,428.74,66.67,2604.33
002154,报喜鸟,32.94,137.18,6.75,4.14,200.00,4.47
002110,三钢闽光,27.14,136.91,55.37,29.33,136.70,55.37
600376,首开股份,46.28,135.45,16.24,36.55,153.62,-3.15
001979,招商蛇口,32.04,135.41,25.32,37.80,170.37,27.31
603996,中新科技,143.66,135.06,8.04,66.01,135.08,8.04
600392,盛和资源,47.03,134.99,5.46,2.62,80.06,6.36
600599,熊猫金控,-35.13,134.85,3.48,1.03,36.21,1.87
600160,巨化股份,36.62,134.45,6.56,14.22,132.18,6.22
600403,大有能源,16.20,134.33,7.47,16.94,92.10,7.98
603367,辰欣药业,73.26,134.22,7.37,10.99,85.71,6.95
600426,华鲁恒升,39.83,133.91,18.27,18.65,79.76,18.27
603856,东宏股份,79.08,133.31,7.37,10.99,72.73,6.95
000558,莱茵体育,-90.65,133.11,2.34,3.86,-22.64,2.04
603855,华荣股份,60.76,133.08,95.61,29.38,50.00,95.21
002008,大族激光,11.20,132.89,39.58,46.25,142.86,41.58
603713,密尔克卫,40.25,130.75,7.37,10.99,130.65,6.95
300511,雪榕生物,106.35,130.70,14.54,45.18,53.12,13.01
603226,菲林格尔,27.26,130.51,129.90,74.79,66.67,129.90
603260,合盛硅业,55.25,130.44,104.94,76.31,108.89,107.42
002682,龙洲股份,44.48,130.25,6.76,7.42,0.00,5.60
300213,佳讯飞鸿,34.61,130.03,21.23,30.49,5.50,19.92
300316,晶盛机电,53.25,129.96,9.31,40.49,126.90,10.67
002514,宝馨科技,83.81,128.56,-3.46,10.25,125.00,-3.46
603877,太平鸟,14.67,128.09,10.53,10.50,133.33,10.03
603383,顶点软件,5.52,127.83,7.37,10.99,100.00,6.95
600846,同济科技,38.34,127.45,4.47,9.49,140.00,10.56
600323,瀚蓝环境,20.03,127.29,5.33,5.88,135.29,9.31
600810,神马股份,-12.15,126.21,8.78,0.23,119.68,4.89
600282,南钢股份,21.90,125.47,49.61,6.60,65.05,77.43
300047,天源迪科,20.39,125.32,43.02,25.35,265.71,43.19
603608,天创时尚,27.64,125.21,32.42,49.66,41.67,33.28
600792,云煤能源,54.91,125.02,-1.69,-11.88,500.00,-1.78
002087,新野纺织,16.25,124.36,12.04,4.84,128.47,11.05
600619,海立股份,45.92,124.08,5.41,14.68,120.00,5.14
000548,湖南投资,25.81,123.26,5.96,-11.28,20.00,6.87
600997,开滦股份,3.27,122.84,5.27,0.64,60.00,5.21
300480,光力科技,27.02,122.80,40.35,35.81,100.00,38.58
002619,艾格拉斯,40.87,122.55,70.85,87.19,0.00,70.85
300006,莱美药业,32.72,122.23,2.43,12.63,107.41,3.85
300673,佩蒂股份,50.15,121.47,116.64,75.84,60.87,117.52
000018,神州长城,-12.87,120.45,29.22,41.52,120.75,26.46
600466,蓝光发展,0.62,120.39,34.09,26.66,76.69,54.61
300671,富满电子,22.17,119.09,86.31,61.78,63.64,86.16
603033,三维股份,24.52,118.93,4.90,12.08,62.50,3.15
300388,国祯环保,87.52,118.17,31.70,44.87,114.29,28.29
300572,安车检测,17.20,117.95,11.93,18.41,116.06,11.93
300091,金通灵,52.66,117.80,60.99,38.24,91.11,62.57
603725,天安新材,22.02,117.68,7.37,10.99,66.67,6.95
601628,中国人寿,15.29,117.40,8.49,6.44,128.57,8.49
600389,江山股份,12.14,117.24,16.42,-10.61,117.21,16.42
603707,健友股份,94.80,116.87,7.37,10.99,84.32,6.95
300584,海辰药业,116.44,116.19,10.95,19.03,98.23,10.95
002169,智光电气,88.75,116.10,3.58,14.04,-35.96,2.08
600585,海螺水泥,37.59,114.92,17.21,11.76,121.89,19.32
002091,江苏国泰,5.75,114.82,12.65,7.28,-2.78,10.91
300707,威唐工业,76.61,114.74,125.83,94.13,62.22,133.37
600052,浙江广厦,-62.06,114.02,12.36,29.48,150.00,12.36
300537,广信材料,129.19,113.95,156.56,166.95,12.50,154.96
600811,东方集团,35.09,113.29,2.44,-1.60,49.83,2.51
300021,大禹节水,84.92,113.24,7.79,36.09,-14.29,6.12
600486,扬农化工,53.40,111.57,17.47,12.97,111.22,16.71
002318,久立特材,36.60,111.45,12.78,31.43,100.00,11.65
600702,舍得酒业,21.95,111.45,15.85,17.57,102.56,8.47
002258,利尔化学,72.18,111.08,23.36,63.80,100.00,19.32
002478,常宝股份,75.31,111.02,29.02,39.64,0.00,23.10
603388,元成股份,95.25,110.89,14.84,69.52,-23.12,14.84
002661,克明面业,45.19,110.82,1.19,6.35,109.43,1.22
002882,金龙羽,54.04,110.50,88.81,65.07,75.00,88.81
000788,北大医药,13.93,110.33,3.82,8.39,100.00,3.91
603108,润达医疗,70.58,110.21,19.80,65.92,0.00,8.99
603663,三祥新材,66.65,109.93,12.12,25.50,100.00,12.12
603822,嘉澳环保,8.49,109.63,18.22,18.34,97.66,17.55
002095,生意宝,-14.05,109.51,1.45,15.66,66.67,1.60
603002,宏昌电子,48.85,109.43,7.49,8.44,113.33,7.49
002247,帝龙文化,79.47,109.35,11.85,24.95,122.22,11.85
002654,万润科技,107.26,108.45,31.97,48.68,117.39,30.88
002612,朗姿股份,20.47,108.40,16.59,49.11,71.75,9.04
600508,上海能源,24.46,108.04,4.26,6.19,104.35,6.83
300633,开立医疗,44.44,107.92,19.59,13.35,86.79,19.59
600858,银座股份,3.07,106.98,0.65,0.90,75.17,2.21
002381,双箭股份,9.45,106.66,-4.66,-16.68,100.00,4.75
300092,科新机电,36.66,106.56,5.78,1.38,102.17,5.78
002753,永东股份,55.08,105.75,36.47,53.67,37.17,36.47
600663,陆家嘴,-49.09,105.63,2.40,-2.58,52.39,6.28
000629,*ST钒钛,44.83,105.45,30.74,9.74,110.42,30.70
600771,广誉远,45.60,105.17,15.90,21.60,114.29,13.45
300064,豫金刚石,40.49,104.57,3.34,3.83,95.06,4.26
002481,双塔食品,81.60,104.35,-0.48,7.33,150.00,-0.45
600501,航天晨光,2.14,103.83,0.66,-12.55,0.00,0.37
300528,幸福蓝海,41.01,103.25,8.67,38.67,71.43,5.58
002584,西陇科学,6.30,103.20,-3.02,7.59,100.00,-2.42
600236,桂冠电力,21.36,102.69,13.34,-3.55,120.00,15.16
300320,海达股份,104.65,102.29,38.71,79.84,6.46,37.31
002373,千方科技,170.40,102.03,116.32,92.96,50.00,123.11
600208,新湖中宝,94.32,102.02,11.60,7.20,109.09,12.60
002125,湘潭电化,35.53,101.77,5.29,18.62,100.00,4.97
300451,创业软件,6.08,101.74,6.82,12.64,111.11,7.17
002582,好想你,37.71,101.39,4.41,12.48,0.00,4.61
002878,元隆雅图,62.23,101.11,7.37,10.99,36.84,6.95
600103,青山纸业,9.53,100.71,4.61,0.46,118.32,4.13
002130,沃尔核材,17.27,100.66,5.71,13.81,15.00,5.50
