code,name,mbrg,nprg,nav,targ,epsg,seg
600120,浙江东方,103.48,5.22,65.58,72.57,-24.44,61.15
600829,人民同泰,-17.89,5.22,18.09,3.44,5.27,18.09
603358,华达科技,33.27,5.21,4.68,11.82,4.08,4.68
002581,未名医药,-45.69,5.20,15.21,59.97,4.08,15.45
002469,三维工程,79.92,5.14,1.62,6.10,100.00,0.84
002375,亚厦股份,16.53,5.12,4.37,5.97,0.00,4.31
300501,海顺新材,36.03,5.10,6.57,8.52,-14.29,6.86
600468,百利电气,17.14,5.09,2.81,5.50,-32.12,3.39
300507,苏奥传感,6.71,5.08,10.65,6.89,-41.86,10.19
603050,科林电气,-9.85,5.06,57.48,51.30,-28.89,57.32
002242,九阳股份,5.57,5.05,1.50,-1.04,5.56,3.37
300468,四方精创,8.70,5.05,11.97,13.01,0.00,11.97
300713,英可瑞,0.66,5.03,7.37,10.99,-15.62,6.95
300231,银信科技,44.05,5.00,108.86,68.50,-18.57,108.86
603001,奥康国际,-1.55,4.98,0.04,0.09,4.76,-0.19
300255,常山药业,28.36,4.96,6.35,13.99,0.00,6.29
603055,台华新材,13.34,4.92,7.37,10.99,-6.67,6.95
002852,道道全,27.95,4.91,10.54,2.67,-52.94,10.54
300712,永福股份,17.44,4.91,7.37,10.99,-21.33,6.95
601952,苏垦农发,3.85,4.85,96.55,64.29,-17.65,98.48
601375,中原证券,15.29,4.82,-4.69,6.10,0.00,-3.86
000049,德赛电池,30.13,4.81,20.60,37.83,10.23,20.98
601515,东风股份,7.44,4.80,7.45,-1.71,5.56,7.72
300108,吉药控股,4.86,4.78,7.40,29.21,-4.21,8.93
600322,天房发展,27.02,4.78,-1.71,-2.13,37.32,5.65
600284,浦东建设,38.12,4.76,5.17,4.24,6.98,4.77
002426,胜利精密,34.38,4.75,4.75,20.31,7.21,5.06
300597,吉大通信,-1.73,4.75,5.13,8.42,0.00,5.13
601166,兴业银行,15.29,4.70,11.40,3.34,-3.41,11.41
600895,张江高科,-25.18,4.70,2.20,-0.46,0.00,2.30
600693,东百集团,-20.63,4.70,18.09,15.90,-2.97,11.95
300681,英搏尔,36.83,4.62,130.05,85.08,-21.32,130.05
002807,江阴银行,15.29,4.61,9.76,8.11,4.75,10.68
601607,上海医药,9.83,4.58,15.54,28.30,-1.67,14.88
601579,会稽山,3.70,4.57,4.35,9.93,3.59,4.38
600900,长江电力,3.75,4.57,5.05,-1.03,4.55,5.02
002446,盛路通信,39.70,4.54,3.30,9.56,-38.46,3.22
603116,红蜻蜓,3.81,4.53,8.76,9.01,0.00,8.98
603787,新日股份,8.87,4.49,63.22,30.46,-20.16,63.22
601326,秦港股份,6.00,4.48,14.83,-5.51,0.00,17.34
300053,欧比特,29.62,4.48,58.95,58.58,4.31,59.08
601138,工业富联,19.78,4.47,7.37,10.99,0.00,6.95
002789,建艺集团,-14.05,4.42,7.83,13.58,2.86,7.91
000837,秦川机床,-3.85,4.41,2.32,16.17,-12.86,0.47
603338,浙江鼎力,23.04,4.38,97.12,93.91,-2.44,97.12
000723,美锦能源,12.82,4.38,12.81,6.44,-43.70,11.85
600862,中航高科,-2.00,4.34,1.72,-14.47,-25.53,1.83
002331,皖通科技,-2.28,4.34,35.04,24.86,2.08,33.17
600016,民生银行,15.29,4.27,7.93,0.77,5.13,7.85
600395,盘江股份,2.34,4.26,4.47,6.95,4.40,4.83
603016,新宏泰,18.27,4.20,0.20,0.91,22.22,-0.35
000665,湖北广电,16.51,4.19,5.61,19.51,7.14,4.74
002416,爱施德,30.71,4.19,1.58,15.73,4.71,1.03
600650,锦江投资,0.87,4.16,2.30,-0.80,3.88,1.58
000156,华数传媒,7.91,4.16,2.96,2.96,8.40,3.03
300632,光莆股份,33.47,4.14,11.08,6.48,-21.88,11.08
600467,好当家,43.66,4.13,1.28,9.17,0.00,1.32
000828,东莞控股,14.77,4.10,10.56,13.42,3.99,10.57
300697,电工合金,17.60,4.09,7.37,10.99,-21.91,6.95
601328,交通银行,15.29,4.02,2.51,6.10,3.85,2.24
600774,汉商集团,17.80,4.02,1.18,3.10,12.20,1.76
601398,工商银行,15.29,4.00,6.84,6.38,4.76,6.83
603880,南卫股份,12.65,3.99,7.37,10.99,-20.00,6.95
002206,海利得,26.44,3.98,3.11,-3.75,-56.25,3.02
600856,中天能源,-0.25,3.94,62.69,27.94,-16.67,103.04
300211,亿通科技,0.92,3.94,0.14,-2.24,3.39,0.14
600420,现代制药,31.36,3.93,10.00,5.17,-45.65,8.24
000757,浩物股份,15.69,3.86,8.12,17.42,0.00,8.12
000056,皇庭国际,60.62,3.79,4.97,31.27,0.00,3.35
600674,川投能源,2.13,3.77,9.34,13.38,3.60,9.22
001965,招商公路,21.14,3.73,7.79,16.62,0.00,15.77
601988,中国银行,15.29,3.69,3.60,6.57,6.67,3.64
600568,中珠医疗,4.22,3.67,2.29,5.01,-64.14,2.19
603110,东方材料,24.88,3.64,7.37,10.99,-20.00,6.95
002770,科迪乳业,21.15,3.64,7.23,6.14,-46.50,7.23
300222,科大智能,37.65,3.64,12.77,26.38,0.00,12.41
300136,信维通信,20.03,3.61,38.61,58.39,-0.65,39.36
600079,人福医药,33.28,3.60,37.06,32.70,-21.43,33.40
002781,奇信股份,27.93,3.58,10.48,14.09,0.00,8.50
000563,陕国投A,15.29,3.52,3.19,-8.36,3.66,3.19
600543,莫高股份,4.57,3.52,1.68,-1.90,0.00,2.24
600687,刚泰控股,13.98,3.52,8.82,11.43,4.23,8.60
600816,安信信托,15.29,3.51,10.24,35.69,3.53,10.24
603997,继峰股份,26.18,3.51,14.00,19.99,-33.33,12.70
002144,宏达高科,-12.52,3.50,-1.49,-2.21,0.00,-1.39
002551,尚荣医疗,-16.25,3.48,21.90,0.27,-33.33,27.06
002523,天桥起重,-0.31,3.45,11.59,11.67,-50.00,12.92
601919,中远海控,9.06,3.42,12.52,7.29,-33.33,7.36
603228,景旺电子,8.93,3.38,13.94,8.31,2.70,13.94
002195,二三四五,4.44,3.37,17.21,23.76,0.00,16.32
000516,国际医学,6.43,3.34,3.76,3.83,2.94,3.78
300430,诚益通,32.25,3.33,132.15,110.28,-41.67,131.86
002418,康盛股份,10.86,3.31,10.31,44.83,-20.00,8.27
002186,全聚德,1.51,3.24,4.11,1.54,4.60,4.29
000876,新希望,1.32,3.23,0.97,12.15,-6.67,-0.17
603059,倍加洁,4.56,3.20,7.37,10.99,-6.67,6.95
002921,联诚精密,3.24,3.20,7.37,10.99,-21.74,6.95
600992,贵绳股份,23.37,3.18,1.05,0.73,3.38,1.05
603829,洛凯股份,28.31,3.10,7.37,10.99,-33.33,6.95
600527,江南高纤,31.27,3.08,52.41,50.13,-14.36,52.41
002889,东方嘉盛,3.48,3.06,7.37,10.99,-23.08,6.95
600639,浦东金桥,-4.82,3.04,3.80,17.47,2.79,2.51
000417,合肥百货,4.24,3.03,3.16,5.81,1.18,2.60
300664,鹏鹞环保,33.06,2.88,7.37,10.99,-10.74,6.95
002823,凯中精密,8.73,2.85,12.63,27.72,-48.00,12.63
601019,山东出版,20.13,2.85,7.37,10.99,-9.09,6.95
603305,旭升股份,26.52,2.82,7.37,10.99,-6.67,6.95
603798,康普顿,0.05,2.81,8.61,12.43,-48.94,8.61
600684,珠江实业,-41.00,2.77,2.31,6.33,12.50,13.31
603665,康隆达,15.66,2.72,5.73,3.05,-22.73,5.75
002623,亚玛顿,-20.28,2.63,-1.35,16.86,25.00,-1.48
002531,天顺风能,14.29,2.56,5.62,26.29,-8.00,5.58
603500,祥和实业,33.83,2.48,7.37,10.99,-25.00,6.95
601766,中国中车,-1.99,2.34,4.24,8.20,0.00,3.92
000166,申万宏源,15.29,2.32,26.52,16.91,0.00,27.40
600086,东方金钰,-22.25,2.32,6.47,7.12,2.33,6.51
603667,五洲新春,10.21,2.31,5.53,6.14,0.00,5.85
300580,贝斯特,22.17,2.29,9.65,5.47,-6.25,9.65
002519,银河电子,-9.03,2.29,-1.02,8.01,-42.17,-1.17
300504,天邑股份,12.81,2.26,153.47,71.25,0.35,153.47
002601,龙蟒佰利,8.41,2.23,7.23,12.45,0.00,7.91
300079,数码科技,2.74,2.23,-1.97,4.70,7.34,-0.39
603968,醋化股份,21.60,2.23,5.18,6.36,0.00,5.18
600798,宁波海运,28.79,2.19,5.45,-1.70,5.73,4.31
300421,力星股份,7.25,2.18,1.34,-4.51,-0.15,1.34
300336,新文化,-34.77,2.16,6.44,0.88,1.95,6.35
000729,燕京啤酒,3.35,2.11,-0.02,-0.95,0.00,0.47
300642,透景生命,21.97,2.04,211.02,176.69,-25.00,211.02
603861,白云电器,34.88,2.03,25.53,63.34,2.97,15.57
603587,地素时尚,6.27,1.96,7.37,10.99,2.38,6.95
002509,天广中茂,6.49,1.96,13.45,16.64,-33.33,12.39
603693,江苏新能,6.72,1.95,7.37,10.99,5.00,6.95
000559,万向钱潮,-1.48,1.85,13.52,-1.83,-11.76,15.58
002769,普路通,48.22,1.84,4.13,22.88,0.00,4.13
603331,百达精工,17.23,1.83,85.24,38.15,-25.00,86.01
603806,福斯特,5.79,1.76,3.75,8.83,-10.71,3.74
601238,广汽集团,13.69,1.75,51.98,39.87,-10.17,53.11
603066,音飞储存,12.58,1.72,9.18,15.54,-66.38,9.27
603900,莱绅通灵,-4.37,1.67,12.52,14.08,-26.80,12.36
002014,永新股份,19.23,1.63,12.85,8.96,8.33,12.89
300310,宜通世纪,40.78,1.62,49.22,46.69,-45.45,49.64
603701,德宏股份,1.47,1.55,8.37,8.98,-36.00,8.39
603656,泰禾光电,17.89,1.52,9.39,6.61,-45.45,9.39
002286,保龄宝,3.07,1.51,0.92,17.73,0.00,0.95
000733,振华科技,-29.90,1.51,6.21,-0.78,0.00,4.20
603607,京华激光,14.07,1.50,7.37,10.99,-22.86,6.95
002537,海联金汇,46.20,1.50,5.99,3.37,-50.00,4.97
000630,铜陵有色,-2.54,1.49,6.41,8.66,100.00,4.74
603722,阿科力,66.63,1.47,7.37,10.99,-23.08,6.95
600551,时代出版,-19.07,1.46,-6.28,-16.08,1.40,-6.42
600827,百联股份,1.40,1.45,-0.81,-1.19,-15.00,-0.60
000913,钱江摩托,42.97,1.35,-1.96,8.66,-20.00,-3.05
002863,今飞凯达,14.23,1.35,52.46,24.13,-33.33,52.90
603885,吉祥航空,15.90,1.35,12.88,10.21,-27.27,12.82
603286,日盈电子,7.30,1.32,68.77,41.83,0.00,68.77
000030,富奥股份,1.00,1.23,11.34,14.15,5.88,10.84
600336,澳柯玛,24.30,1.22,5.14,15.71,-4.41,1.75
600597,光明乳业,-4.98,1.22,9.45,1.79,-28.55,7.62
600522,中天科技,22.76,1.20,7.94,16.69,-4.45,8.01
002011,盾安环境,31.99,1.04,-2.18,7.96,0.00,-1.64
000997,新大陆,-0.69,0.96,89.35,77.65,-3.80,90.84
600015,华夏银行,15.29,0.88,11.13,6.05,-14.71,10.77
300498,温氏股份,2.75,0.86,7.31,16.77,-20.32,7.82
002104,恒宝股份,48.45,0.85,12.71,4.02,0.00,9.54
600835,上海机电,4.93,0.84,7.68,2.94,0.00,9.48
603677,奇精机械,3.30,0.83,5.85,18.97,-60.00,5.85
603477,振静股份,3.02,0.82,7.37,10.99,-16.67,6.95
002776,柏堡龙,0.09,0.80,5.33,24.20,0.00,5.33
601567,三星医疗,24.46,0.76,9.95,21.51,0.00,9.96
002345,潮宏基,0.79,0.72,27.30,12.55,-9.09,27.80
600885,宏发股份,18.58,0.71,14.87,17.36,0.00,15.20
002300,太阳电缆,34.36,0.68,-0.37,12.98,14.50,-0.79
603976,正川股份,17.49,0.62,7.37,10.99,-26.92,6.95
601985,中国核电,3.62,0.54,8.40,8.95,0.00,6.15
002393,力生制药,38.19,0.54,2.15,7.75,0.00,2.15
002501,利源精制,-8.54,0.52,6.17,14.12,0.00,6.17
300292,吴通控股,45.74,0.51,6.43,9.37,0.00,6.27
603776,永安行,-6.88,0.48,7.37,10.99,-24.32,6.95
300563,神宇股份,9.65,0.34,5.43,-0.62,0.34,5.44
002030,达安基因,10.96,0.33,6.80,17.62,0.00,6.45
000413,东旭光电,115.05,0.27,37.63,44.38,-12.50,38.65
300453,三鑫医疗,44.54,0.25,5.22,11.46,0.00,4.76
600196,复星医药,47.38,0.23,18.91,34.60,-12.50,13.65
000423,东阿阿胶,1.17,0.21,16.74,14.30,0.80,16.83
300446,乐凯新材,1.24,0.15,12.80,11.95,0.12,12.80
002410,广联达,7.06,0.12,4.61,8.56,4.08,3.72
300570,太辰光,25.43,0.10,5.48,8.74,-43.78,4.75
600190,锦州港,62.19,0.08,2.51,-15.07,6.48,2.09
300042,朗科科技,1.20,0.07,3.28,0.02,0.09,3.28
600498,烽火通信,20.63,0.06,28.21,11.61,0.00,30.26
300424,航新科技,-4.52,0.04,3.25,27.88,0.00,3.14
603533,掌阅科技,23.25,0.00,33.53,39.39,-10.00,33.55
300509,新美星,9.92,-0.16,4.19,14.00,0.00,3.94
002492,恒基达鑫,6.87,-0.19,3.78,-1.17,-36.24,4.07
002698,博实股份,36.44,-0.39,5.26,18.08,52.00,6.03
603360,百傲化学,31.40,-0.40,-4.47,-3.76,-4.76,-4.44
000501,鄂武商A,3.51,-0.41,17.41,11.17,-24.00,17.41
600345,长江通信,-54.52,-0.43,10.17,3.06,-3.03,19.04
600602,云赛智联,20.15,-0.47,2.88,6.64,-2.22,9.29
000726,鲁泰A,19.40,-0.50,4.54,8.52,0.00,3.90
600966,博汇纸业,-15.88,-0.54,10.57,16.03,4.00,19.84
601088,中国神华,3.14,-0.57,-1.74,-3.02,-4.88,-3.67
002004,华邦健康,33.23,-0.68,22.97,16.57,-28.57,-2.46
002516,旷达科技,-21.61,-0.73,10.66,-29.52,-1.26,11.28
002589,瑞康医药,43.20,-0.78,26.55,59.58,-58.30,12.12
300605,恒锋信息,24.49,-0.85,9.77,20.73,8.67,9.64
002031,巨轮智能,49.91,-0.87,3.34,30.40,-29.63,1.41
000909,数源科技,28.42,-0.99,1.78,-22.95,12.50,-0.39
600230,沧州大化,9.20,-1.01,66.03,9.32,-6.38,62.50
600824,益民集团,-21.80,-1.03,4.13,1.46,0.00,4.53
600769,祥龙电业,-59.40,-1.05,8.72,32.09,7.14,8.80
300415,伊之密,14.56,-1.09,24.77,32.72,-50.00,25.17
600838,上海九百,-17.52,-1.11,-0.22,-3.06,-1.09,-0.22
601330,绿色动力,29.50,-1.17,7.37,10.99,-16.67,6.95
600000,浦发银行,15.29,-1.28,12.86,4.13,-26.98,12.67
002553,南方轴承,8.82,-1.35,1.14,4.56,-1.37,1.14
600075,新疆天业,17.22,-1.36,10.68,5.63,-30.43,11.71
002910,庄园牧场,10.67,-1.43,7.37,10.99,-27.27,6.95
002765,蓝黛传动,-1.47,-1.49,14.39,8.33,-53.85,14.40
300194,福安药业,69.48,-1.52,5.11,7.31,-69.57,5.10
000035,中国天楹,22.23,-1.52,47.25,28.49,-14.50,45.93
600668,尖峰集团,18.11,-1.53,12.11,8.16,-6.99,12.45
600292,远达环保,11.63,-1.60,1.45,5.08,0.00,0.45
002033,丽江旅游,-4.76,-1.60,5.86,-5.10,-24.35,7.31
300024,机器人,20.46,-1.62,6.65,20.32,5.12,6.62
600483,福能股份,53.28,-1.66,8.63,29.22,7.69,5.34
300519,新光药业,-1.56,-1.67,9.60,10.50,-50.00,9.60
600008,首创股份,19.66,-1.79,23.86,24.03,-17.89,26.55
000766,通化金马,82.73,-1.86,6.06,9.86,-1.94,6.14
002182,云海金属,1.51,-1.87,8.04,7.79,-52.81,8.01
600979,广安爱众,10.84,-2.02,6.60,-3.06,-2.04,7.06
600637,东方明珠,-24.49,-2.05,3.49,0.82,8.92,4.00
002006,精功科技,-2.84,-2.09,9.15,3.31,0.00,9.85
300147,香雪制药,21.63,-2.10,7.82,4.81,17.30,0.75
600080,金花股份,-7.60,-2.24,62.33,43.71,7.22,62.43
600552,凯盛科技,-20.76,-2.32,2.78,6.48,-42.49,1.27
600088,中视传媒,0.25,-2.32,5.86,4.46,-5.19,6.97
601066,中信建投,15.29,-2.37,7.37,10.99,0.00,6.95
600328,兰太实业,25.56,-2.45,16.79,5.25,34.11,10.05
000716,黑芝麻,17.91,-2.47,48.79,55.36,-51.35,47.85
002400,省广集团,18.47,-2.54,-2.98,-2.50,-16.67,-3.55
600180,瑞茂通,115.34,-2.56,11.71,29.27,-3.14,11.68
600576,祥源文化,-3.08,-2.57,2.24,5.06,-9.76,2.58
002116,中国海诚,-3.18,-2.62,13.32,4.80,0.00,13.32
600892,大晟文化,64.22,-2.66,18.11,3.25,-80.00,17.85
000510,金路集团,10.54,-2.81,3.24,10.06,-13.99,5.52
600731,湖南海利,-7.75,-2.86,30.88,12.45,3.05,32.35
603718,海利生物,-15.52,-2.87,6.74,-2.05,-25.00,8.31
002073,软控股份,2.71,-2.88,0.46,3.61,0.00,0.61
300077,国民技术,2.58,-3.28,-9.55,43.97,-25.00,-14.71
600037,歌华有线,-3.88,-3.30,0.49,2.05,-3.37,0.49
002219,恒康医疗,92.73,-3.44,4.03,58.16,-28.76,1.96
600035,楚天高速,25.48,-3.51,6.82,-0.89,-9.09,6.91
603728,鸣志电器,0.34,-3.68,127.04,81.62,-27.61,126.91
600909,华安证券,15.29,-3.82,3.78,27.27,-20.00,3.24
300585,奥联电子,5.76,-3.84,6.32,14.35,-54.95,6.07
300303,聚飞光电,54.72,-3.85,-0.67,12.40,-40.00,0.08
600235,民丰特纸,-2.85,-3.90,1.37,-5.69,-5.00,1.43
600735,新华锦,8.33,-3.97,5.94,4.58,-6.08,5.46
600109,国金证券,15.29,-4.00,6.87,4.37,-4.26,6.91
603958,哈森股份,-3.80,-4.15,-3.54,0.91,-4.02,-3.32
600980,北矿科技,11.51,-4.26,8.40,-2.77,-4.53,8.40
600717,天津港,-15.78,-4.56,1.21,8.71,-17.65,0.96
603069,海汽集团,-3.41,-4.68,2.83,6.43,0.00,2.79
601116,三江购物,6.32,-4.69,2.05,12.40,-4.69,2.05
600038,中直股份,2.54,-4.72,6.55,6.09,-0.50,5.58
603933,睿能科技,2.32,-4.75,134.72,61.75,-28.49,135.15
002888,惠威科技,17.99,-4.82,74.25,60.55,-30.00,74.25
002913,奥士康,26.80,-4.89,7.37,10.99,-29.55,6.95
002292,奥飞娱乐,-16.33,-4.92,13.57,13.53,0.00,12.93
002588,史丹利,-7.19,-4.95,2.05,-0.22,-14.29,2.99
300736,百华悦邦,-28.75,-4.98,7.37,10.99,-29.63,6.95
600318,新力金融,-13.97,-5.07,-12.87,-3.84,-50.00,-34.36
002700,新疆浩源,6.89,-5.08,6.38,4.66,0.00,6.53
600614,鹏起科技,-2.43,-5.32,2.79,6.20,-10.87,6.41
603825,华扬联众,37.90,-5.36,7.37,10.99,0.00,6.95
603889,新澳股份,13.86,-5.36,82.79,29.47,-18.18,84.51
600839,四川长虹,13.33,-5.37,4.64,5.12,85.92,2.25
000669,金鸿控股,45.31,-5.38,6.40,3.53,1.72,4.68
603298,杭叉集团,15.84,-5.51,8.46,18.52,0.00,8.73
002887,绿茵生态,-15.27,-5.55,120.78,79.41,-28.33,121.24
600373,中文传媒,-2.40,-5.55,10.31,16.06,-2.94,10.57
000039,中集集团,31.19,-5.60,9.90,5.60,-13.24,10.22
000421,南京公用,2.24,-5.60,1.10,43.98,24.94,3.18
600482,中国动力,5.18,-5.70,5.87,10.35,-7.69,2.41
603648,畅联股份,-5.36,-5.76,7.37,10.99,-28.89,6.95
300405,科隆股份,35.08,-5.77,2.38,3.31,-31.00,2.43
300629,新劲刚,3.59,-5.90,7.47,-4.43,-33.33,7.47
601200,上海环境,10.40,-5.95,10.87,1.99,-4.91,9.88
300206,理邦仪器,17.05,-5.97,-0.37,-2.17,0.23,0.13
002820,桂发祥,2.66,-6.06,5.78,4.30,-4.17,5.78
000066,中国长城,-20.22,-6.07,0.88,-0.05,0.00,-0.30
300514,友讯达,24.77,-6.17,105.30,56.91,-29.63,105.30
601811,新华文轩,2.46,-6.22,2.51,8.14,-6.67,2.88
002577,雷柏科技,-15.07,-6.24,0.82,0.40,-25.56,1.22
002931,锋龙股份,12.46,-6.33,7.37,10.99,-6.31,6.95
000998,隆平高科,-0.69,-6.35,8.37,64.43,-2.82,3.63
000996,中国中期,-23.55,-6.35,-14.14,-13.52,-37.73,-14.13
300695,兆丰股份,7.44,-6.37,233.98,151.22,-29.51,233.98
603444,吉比特,0.93,-6.47,20.53,23.54,-6.09,18.07
601010,文峰股份,-2.79,-6.51,5.18,-1.99,0.00,5.17
002767,先锋电子,4.05,-6.52,4.23,4.94,-7.60,4.23
603726,朗迪集团,38.34,-6.53,9.19,10.07,-5.71,9.19
601108,财通证券,15.29,-6.56,0.67,0.43,-18.18,0.68
002017,东信和平,-14.10,-6.57,2.22,-0.66,-9.09,2.75
002346,柘中股份,183.84,-6.87,26.73,25.03,-5.13,26.78
300358,楚天科技,37.72,-6.88,38.09,32.71,-16.67,38.09
600222,太龙药业,32.53,-7.01,0.47,5.21,28.57,0.37
603858,步长制药,0.09,-7.17,3.89,8.77,-7.27,4.07
000869,张裕A,-4.88,-7.32,8.41,10.76,-6.67,7.49
002025,航天电器,-21.29,-7.32,8.86,13.35,-6.25,9.51
002355,兴民智通,12.67,-7.32,4.12,6.87,0.00,2.69
600636,三爱富,-69.12,-7.53,-14.95,-26.51,77.82,2.81
000587,金洲慈航,54.17,-7.59,6.81,0.26,-50.00,11.32
603577,汇金通,17.70,-7.61,5.88,9.68,-36.25,3.32
002385,大北农,16.21,-7.63,20.21,23.60,-5.97,12.17
300252,金信诺,28.49,-7.63,6.31,33.11,-21.39,1.49
002354,天神娱乐,15.98,-7.78,59.88,7.14,-76.54,60.55
300576,容大感光,23.73,-7.88,7.24,10.23,-41.67,7.24
600594,益佰制药,3.53,-8.00,8.07,9.31,0.79,8.42
600688,上海石化,14.12,-8.03,12.54,18.57,-8.38,12.64
300721,怡达股份,16.63,-8.07,7.37,10.99,-31.41,6.95
000544,中原环保,17.35,-8.09,7.03,14.82,-11.11,5.45
002650,加加食品,1.60,-8.23,5.13,-1.12,-7.84,5.13
600719,大连热电,2.08,-8.24,-0.74,-1.90,-8.45,-0.74
603329,上海雅仕,-0.03,-8.25,7.37,10.99,-28.69,6.95
002555,三七互娱,2.62,-8.26,21.58,28.37,-8.17,24.20
002361,神剑股份,3.79,-8.33,5.56,24.54,-23.68,4.07
002136,安纳达,20.11,-8.41,30.23,3.67,-9.89,29.96
002273,水晶光电,-18.72,-8.48,20.27,48.52,-10.00,19.34
300148,天舟文化,-1.18,-8.49,-3.89,-3.70,-22.22,-3.96
000928,中钢国际,-11.46,-8.56,7.10,-5.12,-49.73,6.98
002053,云南能投,-1.35,-8.64,4.89,11.85,-12.60,4.44
601881,中国银河,15.29,-8.75,3.74,15.40,-9.09,3.74
603080,新疆火炬,7.69,-8.77,7.37,10.99,-31.82,6.95
600066,宇通客车,20.44,-8.96,13.55,21.07,-7.14,13.63
002496,辉丰股份,-73.57,-9.00,8.32,3.60,-15.31,8.55
300183,东软载波,20.97,-9.02,7.25,8.66,-9.42,7.35
002925,盈趣科技,11.03,-9.04,7.37,10.99,-9.76,6.95
603766,隆鑫通用,6.59,-9.08,8.52,5.97,-63.51,8.24
603006,联明股份,2.33,-9.19,30.29,46.31,-6.67,10.73
002239,奥特佳,-24.07,-9.21,5.62,4.42,-67.07,5.71
600874,创业环保,1.00,-9.22,20.60,23.68,-8.33,14.15
300617,安靠智电,-9.05,-9.24,8.24,3.90,-29.31,8.01
002821,凯莱英,25.36,-9.25,16.36,10.01,-34.88,17.20
601595,上海电影,18.50,-9.25,7.78,6.74,-15.38,8.30
002862,实丰文化,-5.34,-9.33,81.89,75.57,-33.33,81.89
600122,宏图高科,-7.13,-9.56,5.33,-0.71,-8.81,6.40
600531,豫光金铅,10.75,-9.67,5.18,-0.06,-9.82,7.66
002049,紫光国微,28.28,-9.67,6.54,14.20,-11.35,7.99
000012,南玻A,15.08,-9.77,8.15,12.64,-12.50,8.55
601198,东兴证券,15.29,-9.85,3.88,23.94,-9.09,3.95
601101,昊华能源,-8.86,-9.86,7.28,1.81,-15.38,10.73
002421,达实智能,-15.93,-9.87,8.88,21.87,-13.15,9.49
603813,原尚股份,31.34,-9.95,7.37,10.99,-35.29,6.95
002590,万安科技,-0.50,-9.98,6.48,6.96,0.00,6.43
603311,金海环境,9.48,-10.00,2.57,4.91,-9.09,7.82
601933,永辉超市,22.97,-10.00,-2.48,9.10,0.00,-3.22
300689,澄天伟业,4.06,-10.05,7.37,10.99,-33.33,6.95
600061,国投资本,28.94,-10.05,35.16,12.69,-20.00,38.70
300733,西菱动力,-0.04,-10.16,7.37,10.99,-26.32,6.95
000009,中国宝安,59.54,-10.18,20.80,21.36,5.13,10.66
002673,西部证券,15.29,-10.20,40.03,2.26,-28.57,40.22
603301,振德医疗,-4.34,-10.23,7.37,10.99,-10.34,6.95
600756,浪潮软件,-28.91,-10.24,4.91,-2.56,-14.29,4.87
300729,乐歌股份,47.11,-10.30,7.37,10.99,-33.33,6.95
600183,生益科技,18.87,-10.30,19.31,27.76,-15.00,17.44
600480,凌云股份,11.33,-10.37,9.94,18.64,-28.57,6.71
600850,华东电脑,8.88,-10.54,9.90,2.48,-4.50,11.79
300301,长方集团,-17.03,-10.73,4.15,-0.37,51.85,1.71
000751,锌业股份,14.75,-11.05,11.05,5.56,-11.11,10.13
300355,蒙草生态,58.89,-11.14,27.28,79.34,0.00,27.90
000882,华联股份,36.30,-11.16,-0.92,-4.67,-46.34,-1.17
600012,皖通高速,1.64,-11.31,5.92,7.44,-8.70,7.52
600090,同济堂,10.85,-11.39,1.46,7.70,0.00,6.18
300236,上海新阳,1.84,-11.44,3.63,2.62,-11.60,4.78
000521,长虹美菱,15.79,-11.48,-0.42,13.66,-8.18,-1.04
002530,金财互联,35.24,-11.51,7.01,17.63,-16.67,5.99
600647,同达创业,6.07,-11.53,-9.28,-9.49,-66.48,-11.28
603985,恒润股份,22.98,-11.55,124.83,36.41,-33.67,124.83
601211,国泰君安,15.29,-11.65,24.03,16.26,-18.75,26.18
600530,交大昂立,4.46,-11.65,-4.06,-17.14,-6.98,-3.95
603161,科华控股,44.28,-11.75,7.37,10.99,-27.59,6.95
000639,西王食品,-8.77,-11.83,54.74,27.49,0.00,98.47
601966,玲珑轮胎,4.08,-12.08,10.09,11.62,-9.52,10.10
300731,科创新源,17.63,-12.08,7.37,10.99,-32.96,6.95
601928,凤凰传媒,-16.36,-12.10,5.53,5.51,-8.80,5.79
600985,雷鸣科化,-9.02,-12.24,36.53,17.59,-20.00,39.82
600422,昆药集团,35.16,-12.43,4.08,23.78,-11.95,2.68
002628,成都路桥,49.78,-12.50,-0.17,-2.36,-12.12,-0.22
603680,今创集团,21.01,-12.51,115.11,41.61,-17.30,118.57
000600,建投能源,40.53,-12.73,-2.33,7.90,-11.11,-5.07
600053,九鼎投资,13.03,-12.76,2.11,14.20,-15.76,2.00
603612,索通发展,47.43,-12.87,7.37,10.99,-34.43,6.95
600033,福建高速,4.43,-12.89,2.91,-1.94,-14.56,2.46
603316,诚邦股份,8.07,-12.93,84.69,58.28,0.00,84.69
600967,内蒙一机,0.35,-12.97,7.39,28.12,-12.20,7.43
300669,沪宁股份,-1.39,-12.98,114.03,102.07,-37.80,114.03
600089,特变电工,-1.97,-12.98,22.84,11.73,-28.81,25.34
603868,飞科电器,-5.93,-12.99,16.90,11.64,-13.04,16.90
300394,天孚通信,13.59,-13.04,5.87,10.72,-13.64,6.02
300526,中潜股份,16.77,-13.06,5.87,21.78,-56.73,5.87
603218,日月股份,35.53,-13.11,5.99,8.67,-14.29,5.99
002179,中航光电,3.86,-13.11,16.55,18.86,-29.91,17.95
