code,name,industry,report,profit,operation,growth,debtpaying,cashflow
300453,三鑫医疗,医疗保健,2.38,3.00,3.50,3.17,3.50,1.00
600579,天华院,化工机械,2.38,2.29,3.67,3.33,3.50,1.00
600095,哈高科,区域地产,2.38,1.71,3.83,1.67,3.50,3.60
600981,汇鸿集团,商贸代理,2.12,3.86,3.50,1.33,3.50,1.00
000802,北京文化,影视音像,2.62,2.86,4.00,4.83,3.50,1.00
300212,易华录,软件服务,3.00,3.86,3.67,4.50,3.50,1.00
300143,星普医科,医疗保健,2.12,3.86,3.50,2.83,3.50,1.00
603599,XD广信股,农药化肥,3.25,4.43,3.50,5.33,3.50,4.00
002083,孚日股份,纺织,2.25,4.14,3.50,2.00,3.50,4.40
600176,中国巨石,玻璃,3.38,4.86,3.50,3.83,3.50,4.80
300285,国瓷材料,陶瓷,2.75,4.14,3.50,4.00,3.50,5.00
600393,粤泰股份,全国地产,2.12,4.00,3.83,2.67,3.50,4.20
000751,锌业股份,铅锌,1.75,3.29,3.83,2.67,3.50,1.00
300709,精研科技,元器件,1.50,2.71,3.50,2.00,3.50,5.20
002883,中设股份,建筑施工,2.62,4.14,3.33,3.00,3.50,5.60
002606,大连电瓷,电气设备,1.62,3.14,3.50,1.67,3.50,5.20
600857,宁波中百,百货,2.88,3.43,3.83,2.33,3.50,1.00
002249,大洋电机,电气设备,1.62,3.00,3.50,2.50,3.50,1.00
600130,波导股份,通信设备,1.62,2.57,3.50,3.17,3.50,4.60
300500,启迪设计,建筑施工,2.38,3.43,3.67,4.67,3.50,1.00
002818,富森美,房产服务,3.38,4.71,3.50,3.83,3.50,4.80
603779,威龙股份,红黄药酒,2.25,3.71,3.67,4.17,3.50,1.00
603656,泰禾光电,专用机械,2.25,3.71,3.50,3.17,3.50,1.00
002574,明牌珠宝,服饰,3.00,3.71,3.50,3.17,3.50,1.00
300452,山河药辅,化学制药,3.00,4.00,3.50,4.67,3.50,1.00
600222,太龙药业,中成药,2.38,2.57,3.50,2.67,3.50,1.00
300260,新莱应材,机械基件,2.12,2.86,3.50,2.83,3.50,1.00
002824,和胜股份,铝,1.75,3.00,3.50,2.33,3.50,5.00
300737,科顺股份,其他建材,2.12,3.14,3.50,3.17,3.50,1.00
000733,振华科技,元器件,2.62,4.29,3.50,2.00,3.50,1.00
603028,赛福天,钢加工,1.50,2.71,3.50,2.17,3.50,1.00
600754,锦江股份,酒店餐饮,2.38,5.14,3.67,2.33,3.50,4.20
002336,人人乐,超市连锁,3.50,4.43,3.83,2.67,3.50,1.00
300712,永福股份,建筑施工,2.25,3.71,3.50,2.83,3.50,1.00
000998,隆平高科,种植业,2.62,4.71,3.50,2.67,3.50,1.00
002176,江特电机,电气设备,3.75,4.29,3.50,5.17,3.50,1.00
000792,盐湖股份,化工原料,1.25,2.43,3.67,3.17,3.50,4.00
002270,华明装备,电气设备,1.88,3.43,4.00,2.83,3.50,4.60
600512,腾达建设,建筑施工,1.00,1.71,3.67,2.00,3.50,1.00
600206,有研新材,半导体,1.25,2.57,3.50,1.83,3.50,1.00
002626,金达威,食品,4.12,5.29,3.50,5.17,3.50,5.20
002097,山河智能,工程机械,3.12,4.29,3.50,4.50,3.50,4.00
600127,金健米业,农业综合,2.25,3.57,3.50,3.17,3.50,5.00
300052,中青宝,互联网,3.12,3.43,3.33,3.33,3.50,1.00
002261,拓维信息,互联网,1.25,2.57,3.50,1.50,3.50,1.00
600270,外运发展,仓储物流,3.12,4.29,3.67,3.67,3.50,1.00
601700,风范股份,电气设备,2.38,3.14,3.50,1.50,3.50,1.00
300344,太空智造,其他建材,2.38,3.57,3.50,2.17,3.50,5.00
601558,ST锐电,电气设备,2.38,1.57,4.00,3.17,3.50,1.00
300029,天龙光电,专用机械,1.00,1.57,4.00,3.00,3.50,1.00
002822,中装建设,装修装饰,2.38,3.29,3.67,3.17,3.50,1.00
000990,诚志股份,化工原料,2.12,4.14,3.50,2.00,3.50,4.40
300398,飞凯材料,染料涂料,3.62,4.29,3.50,6.00,3.50,5.00
002346,柘中股份,电气设备,1.75,3.00,3.50,3.83,3.50,4.80
000631,顺发恒业,区域地产,4.00,4.86,4.00,4.17,3.50,4.20
600083,博信股份,建筑施工,2.00,3.43,4.00,4.33,3.50,1.00
603733,仙鹤股份,造纸,3.25,4.29,3.50,3.50,3.50,1.00
600449,宁夏建材,水泥,2.38,1.86,3.50,2.67,3.50,4.20
600467,好当家,渔业,1.75,2.43,3.67,2.67,3.50,4.00
300161,华中数控,机床制造,2.38,1.86,3.83,2.83,3.50,1.00
600652,游久游戏,互联网,2.75,3.43,3.50,2.33,3.50,1.00
300591,万里马,服饰,2.00,1.57,3.50,4.00,3.50,4.20
002367,康力电梯,运输设备,1.75,3.57,3.50,1.83,3.50,1.00
300512,中亚股份,专用机械,3.12,4.14,3.67,3.33,3.50,1.00
300279,和晶科技,元器件,2.00,3.57,3.50,2.00,3.50,4.60
601111,中国国航,空运,3.62,4.71,4.00,3.83,3.50,5.00
000090,天健集团,建筑施工,1.88,3.29,3.83,1.67,3.50,1.00
603339,四方冷链,专用机械,2.12,3.86,3.50,2.83,3.50,1.00
300664,鹏鹞环保,环境保护,2.38,3.86,3.50,2.83,3.50,1.00
002905,金逸影视,影视音像,3.50,4.57,3.67,3.83,3.50,5.00
600665,天地源,全国地产,2.38,4.29,4.00,4.67,3.50,5.20
002643,万润股份,化工原料,2.12,3.86,3.50,2.33,3.50,5.40
002312,三泰控股,电脑设备,2.25,1.57,3.33,3.17,3.50,1.00
002106,莱宝高科,元器件,2.38,2.00,3.50,1.83,3.50,4.60
603922,金鸿顺,汽车配件,2.25,3.86,3.50,2.33,3.50,1.00
603260,合盛硅业,化工原料,3.88,5.43,3.67,5.67,3.50,1.00
000599,青岛双星,汽车配件,2.25,3.29,3.50,3.67,3.50,1.00
603559,中通国脉,通信设备,1.25,2.14,3.67,3.17,3.50,1.00
600021,上海电力,火力发电,2.38,3.86,3.67,4.50,3.50,4.40
000420,吉林化纤,化纤,1.50,2.43,3.50,2.50,3.50,4.00
300711,广哈通信,通信设备,2.00,1.86,4.00,3.00,3.50,1.00
601838,成都银行,银行,3.25,3.00,1.00,3.33,3.50,1.00
600500,中化国际,商贸代理,3.50,4.71,3.50,3.33,3.50,1.00
300378,鼎捷软件,软件服务,1.38,3.00,3.50,3.17,3.50,1.00
603178,圣龙股份,汽车配件,2.00,3.57,3.50,2.33,3.50,5.00
600528,中铁工业,建筑施工,2.38,4.71,3.50,3.33,3.50,1.00
300485,赛升药业,生物制药,3.00,4.43,3.50,4.33,3.50,5.40
600812,华北制药,化学制药,2.75,3.43,3.50,2.83,3.50,4.80
002826,易明医药,中成药,2.12,3.14,3.50,3.33,3.50,1.00
300715,凯伦股份,其他建材,2.38,3.71,3.50,3.00,3.50,1.00
603866,桃李面包,食品,3.50,4.57,3.67,5.17,3.50,5.40
000835,长城动漫,影视音像,2.38,1.86,3.50,2.50,3.50,1.00
300713,英可瑞,电气设备,2.38,3.86,3.83,2.67,3.50,4.00
603903,中持股份,环境保护,3.12,3.43,3.50,4.83,3.50,1.00
002161,远 望 谷,通信设备,2.00,1.71,3.67,3.17,3.50,1.00
000591,太阳能,新型电力,2.50,3.86,3.67,3.67,3.50,4.00
300584,海辰药业,化学制药,2.38,4.43,3.50,4.67,3.50,4.60
600261,阳光照明,家用电器,2.00,3.71,3.50,2.50,3.50,1.00
300079,数码科技,通信设备,2.62,3.71,3.50,2.50,3.50,1.00
002501,利源精制,铝,2.38,4.00,3.50,2.50,3.50,4.40
600969,郴电国际,水力发电,2.62,3.43,3.67,3.67,3.50,4.60
601388,怡球资源,铝,2.12,3.57,3.50,3.00,3.50,1.00
600478,科力远,元器件,1.00,1.57,3.50,3.17,3.50,1.00
603100,川仪股份,电器仪表,2.75,3.86,3.50,3.33,3.50,1.00
603298,杭叉集团,专用机械,2.75,4.57,3.50,3.00,3.50,4.80
600685,中船防务,船舶,2.38,3.29,3.50,3.67,3.50,1.00
600731,湖南海利,农药化肥,2.38,3.00,3.50,3.50,3.50,4.20
000837,秦川机床,机床制造,1.38,2.71,3.50,2.17,3.50,1.00
603701,德宏股份,汽车配件,2.25,4.00,3.50,3.00,3.50,4.00
300493,润欣科技,通信设备,2.25,3.14,3.50,3.00,3.50,5.00
300233,金城医药,化学制药,2.38,4.43,3.50,3.17,3.50,4.00
600973,宝胜股份,电气设备,2.25,3.71,3.50,3.17,3.50,1.00
300629,新劲刚,矿物制品,2.38,2.86,3.50,2.33,3.50,1.00
300666,江丰电子,元器件,2.25,3.43,3.50,4.33,3.50,1.00
300179,四方达,矿物制品,1.62,3.29,3.50,3.00,3.50,5.00
002546,新联电子,电气设备,2.38,3.14,3.67,3.67,3.50,1.00
603909,合诚股份,建筑施工,1.50,2.86,3.83,3.33,3.50,1.00
603823,百合花,染料涂料,3.25,4.14,3.50,4.00,3.50,4.00
600517,置信电气,电气设备,1.00,1.86,3.67,1.00,3.50,1.00
300300,汉鼎宇佑,软件服务,3.75,4.00,3.50,3.33,3.50,1.00
002711,欧浦智网,仓储物流,2.38,4.57,3.50,4.67,3.50,1.00
002475,立讯精密,元器件,2.75,4.29,3.50,3.83,3.50,5.40
600303,曙光股份,汽车整车,1.50,3.00,3.50,1.00,3.50,4.40
000903,云内动力,机械基件,2.38,4.00,3.50,3.67,3.50,1.00
601226,华电重工,专用机械,2.38,1.86,3.50,2.17,3.50,1.00
300092,科新机电,专用机械,2.38,2.29,3.50,3.83,3.50,1.00
601918,新集能源,煤炭开采,3.62,5.00,3.83,4.00,3.50,5.00
600297,广汇汽车,汽车服务,2.88,4.57,3.67,4.17,3.50,1.00
000677,恒天海龙,化纤,1.00,1.43,3.50,1.67,3.50,1.00
600460,士兰微,半导体,1.75,3.29,3.50,3.50,3.50,1.00
601965,中国汽研,汽车服务,3.00,4.00,3.50,3.83,3.50,1.00
600289,*ST信通,软件服务,2.38,2.00,3.50,1.00,3.50,1.00
601878,浙商证券,证券,1.88,3.29,1.00,2.67,3.50,2.80
600110,诺德股份,电气设备,1.62,3.14,3.50,2.17,3.50,5.40
000887,中鼎股份,橡胶,3.38,5.00,3.50,4.17,3.50,4.40
603168,莎普爱思,化学制药,2.25,4.14,3.50,1.83,3.50,5.40
600298,安琪酵母,食品,2.38,5.29,3.50,4.00,3.50,1.00
600193,*ST创兴,装修装饰,1.00,1.57,3.83,1.00,3.50,1.00
000498,山东路桥,建筑施工,2.38,3.43,3.50,4.67,3.50,1.00
603678,火炬电子,元器件,2.62,3.86,3.50,3.67,3.50,1.00
601218,吉鑫科技,机械基件,2.38,1.43,3.67,1.33,3.50,1.00
300270,中威电子,通信设备,2.75,3.71,3.67,4.00,3.50,1.00
300135,宝利国际,化工原料,1.25,2.14,3.50,1.67,3.50,5.00
002307,北新路桥,建筑施工,2.12,2.71,3.50,2.83,3.50,1.00
603518,维格娜丝,服饰,3.50,4.86,3.50,5.33,3.50,4.80
300321,同大股份,塑料,1.25,2.43,3.50,1.67,3.50,1.00
300007,汉威科技,电器仪表,2.38,3.57,3.50,3.83,3.50,1.00
000705,浙江震元,医药商业,2.50,3.43,3.50,3.17,3.50,1.00
601500,通用股份,汽车配件,2.62,3.29,3.50,2.83,3.50,1.00
603885,吉祥航空,空运,2.88,4.86,4.00,3.17,3.50,5.00
300515,三德科技,电器仪表,1.62,3.14,3.67,1.67,3.50,1.00
002555,三七互娱,互联网,2.38,5.00,3.67,3.33,3.50,5.20
002621,三垒股份,专用机械,2.38,2.43,3.67,2.67,3.50,4.20
000786,北新建材,其他建材,3.88,4.86,3.67,5.17,3.50,4.40
002004,华邦健康,化学制药,2.38,4.00,3.50,2.67,3.50,1.00
600612,XD老凤祥,服饰,2.38,4.86,3.83,3.50,3.50,1.00
600060,海信电器,家用电器,3.12,4.57,3.50,3.67,3.50,1.00
603659,璞泰来,化工原料,2.38,4.57,3.50,5.50,3.50,4.00
002698,博实股份,化工机械,2.62,3.14,3.67,3.50,3.50,1.00
002633,申科股份,机械基件,2.25,1.57,3.67,3.17,3.50,4.00
601208,东材科技,化工原料,2.38,2.43,3.50,1.17,3.50,1.00
600611,大众交通,公共交通,2.25,4.14,3.67,1.67,3.50,4.20
603690,至纯科技,专用机械,1.50,2.57,3.67,3.33,3.50,1.00
300605,恒锋信息,软件服务,2.38,3.00,3.67,3.50,3.50,1.00
300286,安科瑞,电器仪表,2.88,4.00,3.50,4.17,3.50,4.80
603669,灵康药业,化学制药,2.88,4.14,3.50,4.50,3.50,1.00
603568,伟明环保,环境保护,2.38,4.71,3.50,4.83,3.50,4.40
601666,平煤股份,煤炭开采,1.88,3.57,3.50,2.50,3.50,5.20
600598,北大荒,种植业,3.38,4.86,3.83,3.33,3.50,6.00
600489,中金黄金,黄金,1.62,3.57,3.67,1.33,3.50,4.20
300456,耐威科技,元器件,2.38,2.71,3.50,3.17,3.50,1.00
600387,海越股份,石油贸易,2.38,4.43,4.00,5.83,3.50,4.60
300729,乐歌股份,家居用品,2.12,4.00,3.50,2.67,3.50,4.80
002452,长高集团,电气设备,1.00,1.71,3.67,1.33,3.50,1.00
603356,华菱精工,机械基件,2.88,3.43,3.50,3.83,3.50,1.00
300336,新文化,影视音像,2.75,4.00,3.83,2.67,3.50,1.00
000502,绿景控股,医疗保健,1.00,1.43,3.83,3.17,3.50,1.00
300228,富瑞特装,化工机械,1.25,2.57,3.67,2.00,3.50,3.60
300535,达威股份,化工原料,1.88,3.57,3.50,2.33,3.50,5.00
000638,万方发展,批发业,2.00,1.86,3.83,3.00,3.50,1.00
600433,冠豪高新,造纸,2.38,3.14,3.50,3.33,3.50,4.20
000600,建投能源,火力发电,2.38,4.14,3.83,2.00,3.50,5.00
603318,派思股份,专用机械,2.75,3.57,3.50,5.67,3.50,1.00
002192,融捷股份,专用机械,1.00,1.86,3.83,2.17,3.50,1.00
603757,大元泵业,专用机械,2.88,4.57,3.50,4.50,3.50,1.00
300182,捷成股份,软件服务,2.38,4.00,3.50,4.50,3.50,1.00
002329,皇氏集团,乳制品,1.50,3.00,3.50,1.67,3.50,1.00
002018,*ST华信,农药化肥,2.38,1.71,3.83,1.67,3.50,1.00
300671,富满电子,半导体,3.25,4.00,3.50,5.33,3.50,1.00
002456,欧菲科技,元器件,3.00,4.43,3.50,3.83,3.50,1.00
600251,冠农股份,农业综合,3.12,3.86,3.50,4.50,3.50,6.00
600817,ST宏盛,多元金融,2.25,3.57,3.67,3.33,3.50,1.00
600149,ST坊展,综合类,2.38,1.43,3.67,3.17,3.50,1.00
600692,亚通股份,水运,1.62,3.00,3.67,2.00,3.50,1.00
000966,长源电力,火力发电,2.62,3.57,3.83,2.33,3.50,4.20
600246,万通地产,区域地产,1.38,2.86,4.00,1.67,3.50,1.00
300604,长川科技,专用机械,2.38,3.71,3.50,5.67,3.50,4.40
300645,正元智慧,软件服务,2.38,2.00,3.67,4.17,3.50,1.00
300081,恒信东方,通信设备,2.62,4.29,3.50,3.67,3.50,1.00
601311,骆驼股份,电气设备,3.12,4.43,3.50,4.00,3.50,1.00
002105,信隆健康,文教休闲,1.00,1.86,3.50,2.17,3.50,4.20
601016,节能风电,新型电力,2.88,4.29,3.50,3.50,3.50,4.60
300489,中飞股份,铝,2.38,2.86,3.67,2.67,3.50,1.00
000948,南天信息,软件服务,1.75,2.00,3.50,3.17,3.50,1.00
603328,依顿电子,元器件,2.38,4.00,3.50,1.33,3.50,5.40
000735,罗 牛 山,农业综合,4.00,4.29,3.67,4.00,3.50,4.00
002352,顺丰控股,仓储物流,3.38,4.86,3.67,4.83,3.50,4.00
002302,西部建设,水泥,1.00,2.43,3.67,4.17,3.50,1.00
000404,长虹华意,专用机械,1.50,3.14,3.50,3.17,3.50,1.00
002410,广联达,软件服务,2.62,3.86,3.50,3.17,3.50,1.00
600330,天通股份,元器件,3.12,4.00,3.50,4.00,3.50,1.00
300551,古鳌科技,专用机械,1.00,1.86,4.00,2.33,3.50,1.00
002796,世嘉科技,专用机械,2.62,3.29,3.50,5.50,3.50,1.00
002476,宝莫股份,化工原料,1.00,1.43,3.50,1.50,3.50,4.00
601601,中国太保,保险,3.25,3.14,1.00,3.17,3.50,3.40
601966,玲珑轮胎,汽车配件,2.50,4.71,3.50,2.83,3.50,4.20
300730,科创信息,软件服务,1.38,1.71,4.00,2.33,3.50,1.00
600565,迪马股份,全国地产,2.88,4.00,3.83,3.50,3.50,4.80
600292,远达环保,环境保护,2.00,3.14,3.50,2.00,3.50,1.00
600410,华胜天成,软件服务,1.50,3.00,3.50,3.17,3.50,1.00
300367,东方网力,电脑设备,2.88,3.86,3.67,4.00,3.50,1.00
300593,新雷能,电气设备,2.38,3.14,3.50,3.00,3.50,5.00
002801,微光股份,电气设备,2.12,3.71,3.50,2.83,3.50,1.00
600533,栖霞建设,区域地产,2.38,1.86,4.00,1.83,3.50,1.00
603822,嘉澳环保,环境保护,2.88,3.29,3.50,4.50,3.50,1.00
600215,长春经开,园区开发,1.00,1.71,4.00,3.17,3.50,1.00
002009,天奇股份,工程机械,3.50,4.29,3.50,4.50,3.50,1.00
600257,大湖股份,渔业,2.38,2.71,3.50,2.50,3.50,1.00
300506,名家汇,建筑施工,3.25,4.00,3.67,5.17,3.50,1.00
600313,农发种业,种植业,2.00,1.86,3.50,2.00,3.50,4.20
600115,东方航空,空运,2.50,4.57,4.00,2.67,3.50,5.00
600604,市北高新,园区开发,2.38,2.43,3.83,2.67,3.50,1.00
600171,上海贝岭,半导体,2.38,3.00,3.50,4.67,3.50,1.00
603883,老百姓,医药商业,3.38,4.86,3.50,4.83,3.50,5.00
603025,大豪科技,电脑设备,3.50,4.57,3.50,5.33,3.50,4.80
300447,全信股份,电气设备,2.50,3.86,3.50,4.33,3.50,1.00
300497,富祥股份,化学制药,3.38,4.71,3.50,4.50,3.50,4.00
000816,*ST慧业,农用机械,2.38,1.57,3.50,3.17,3.50,1.00
002868,绿康生化,农业综合,2.12,3.71,3.50,3.50,3.50,5.40
601369,陕鼓动力,机械基件,2.75,3.43,3.50,3.67,3.50,1.00
600359,新农开发,农业综合,2.38,1.57,3.50,1.50,3.50,1.00
000032,深桑达Ａ,元器件,3.00,3.57,3.50,3.50,3.50,1.00
600748,上实发展,全国地产,2.38,4.00,3.83,3.67,3.50,1.00
002567,唐人神,饲料,2.38,3.71,3.83,3.00,3.50,1.00
000820,神雾节能,环境保护,1.00,2.00,4.00,3.17,3.50,1.00
600982,宁波热电,供气供热,2.38,2.86,3.50,2.17,3.50,1.00
002769,普路通,仓储物流,2.50,3.86,3.67,3.17,3.50,1.00
300663,科蓝软件,软件服务,1.00,1.86,3.67,3.17,3.50,1.00
000007,全新好,酒店餐饮,1.00,2.00,3.67,1.50,3.50,1.00
300191,潜能恒信,石油开采,1.38,2.71,3.50,2.50,3.50,1.00
600191,华资实业,食品,1.00,1.29,3.83,1.00,3.50,1.00
300641,正丹股份,化工原料,1.75,3.14,3.50,3.83,3.50,5.20
002217,合力泰,元器件,2.38,4.43,3.50,3.83,3.50,1.00
000982,*ST 中绒,纺织,1.75,1.71,3.50,3.00,3.50,3.40
300717,华信新材,塑料,2.50,3.86,3.50,3.00,3.50,1.00
300377,赢时胜,软件服务,2.38,3.43,3.67,3.33,3.50,1.00
601021,春秋航空,空运,3.50,4.86,3.83,4.83,3.50,5.00
300349,金卡智能,电器仪表,2.38,4.71,3.50,4.50,3.50,1.00
600590,泰豪科技,电气设备,3.00,3.57,3.50,3.50,3.50,1.00
000099,中信海直,空运,2.25,2.86,3.50,3.67,3.50,1.00
300123,亚光科技,船舶,1.62,3.00,3.67,3.17,3.50,1.00
300473,德尔股份,汽车配件,3.38,4.57,3.50,5.00,3.50,4.00
002727,一心堂,医药商业,3.25,4.86,3.50,4.83,3.50,1.00
002205,国统股份,其他建材,1.75,1.57,3.83,3.17,3.50,1.00
002212,南洋股份,电气设备,2.38,1.86,3.50,3.17,3.50,1.00
002691,冀凯股份,专用机械,2.25,2.43,3.50,3.50,3.50,1.00
600285,羚锐制药,中成药,2.88,4.57,3.50,3.00,3.50,5.00
000020,深华发Ａ,元器件,1.25,2.29,3.50,1.33,3.50,4.20
600804,鹏博士,电信运营,2.00,4.14,3.67,2.50,3.50,4.40
300498,温氏股份,农业综合,2.62,4.86,3.83,3.00,3.50,4.00
300511,雪榕生物,种植业,3.75,5.00,3.83,5.00,3.50,5.00
603003,龙宇燃油,石油贸易,2.38,3.57,3.83,3.17,3.50,5.00
000906,浙商中拓,批发业,2.50,4.00,3.83,4.67,3.50,1.00
002344,海宁皮城,商品城,3.00,4.00,3.67,3.00,3.50,4.40
300566,激智科技,元器件,2.38,3.71,3.50,2.67,3.50,1.00
002593,日上集团,汽车配件,2.00,2.86,3.50,3.00,3.50,4.20
603010,万盛股份,化工原料,1.38,2.71,3.50,1.83,3.50,1.00
002708,光洋股份,汽车配件,1.75,3.00,3.50,1.50,3.50,4.20
603600,永艺股份,家居用品,2.50,3.86,3.67,3.33,3.50,1.00
600681,百川能源,供气供热,2.38,4.86,3.50,6.00,3.50,4.00
000016,深康佳Ａ,家用电器,2.38,3.57,3.50,5.50,3.50,1.00
603818,曲美家居,家居用品,2.75,3.71,3.50,4.00,3.50,1.00
601007,金陵饭店,酒店餐饮,2.75,3.43,3.50,3.67,3.50,4.80
603013,亚普股份,汽车配件,4.62,4.29,3.50,3.83,3.50,4.80
603868,飞科电器,家用电器,2.75,5.00,3.50,2.83,3.50,4.40
002135,东南网架,建筑施工,2.75,3.43,3.50,4.33,3.50,1.00
300129,泰胜风能,电气设备,2.38,2.86,3.50,2.50,3.50,4.60
600452,涪陵电力,水力发电,3.25,4.43,3.83,4.00,3.50,1.00
603725,天安新材,塑料,3.00,3.57,3.50,3.83,3.50,1.00
300150,世纪瑞尔,软件服务,2.38,3.71,4.00,4.17,3.50,1.00
002532,新界泵业,农用机械,2.00,3.43,3.50,2.33,3.50,1.00
600078,澄星股份,化工原料,1.25,2.71,3.50,1.67,3.50,4.60
601997,贵阳银行,银行,3.62,3.57,1.00,4.33,3.50,1.00
600462,九有股份,元器件,2.38,2.29,3.50,4.33,3.50,4.60
300397,天和防务,通信设备,1.00,1.71,4.00,1.67,3.50,1.00
300537,广信材料,染料涂料,2.88,3.57,3.50,5.50,3.50,1.00
002197,证通电子,电器仪表,2.38,2.57,3.67,1.83,3.50,1.00
600577,精达股份,电气设备,2.75,3.71,3.67,3.50,3.50,1.00
002375,亚厦股份,装修装饰,2.38,3.57,3.67,2.83,3.50,1.00
002588,史丹利,农药化肥,2.38,3.86,3.67,1.50,3.50,1.00
002063,远光软件,软件服务,2.00,2.71,3.50,3.17,3.50,1.00
000553,沙隆达Ａ,农药化肥,4.12,5.57,3.50,6.00,3.50,1.00
603567,珍宝岛,中成药,2.38,4.57,3.67,4.00,3.50,4.00
603556,海兴电力,电器仪表,2.00,4.00,3.50,2.33,3.50,1.00
000731,四川美丰,农药化肥,3.12,4.00,3.67,3.00,3.50,1.00
300082,奥克股份,化工原料,2.62,3.57,3.50,4.00,3.50,1.00
603882,金域医学,医疗保健,2.38,3.43,3.67,3.00,3.50,1.00
603225,新凤鸣,化纤,2.38,4.71,4.00,4.33,3.50,1.00
603520,司太立,化学制药,2.12,3.86,3.50,2.33,3.50,1.00
000720,*ST新能,火力发电,2.88,4.71,3.67,3.33,3.50,5.00
002015,霞客环保,化纤,1.00,1.43,3.50,3.17,3.50,1.00
002927,泰永长征,电气设备,2.38,3.57,3.50,2.83,3.50,1.00
300021,大禹节水,农业综合,2.62,3.86,3.50,3.83,3.50,1.00
002557,洽洽食品,食品,2.38,4.29,3.67,3.67,3.50,4.80
600721,百花村,生物制药,3.12,3.71,3.50,2.33,3.50,4.00
600290,华仪电气,电气设备,2.62,2.57,3.83,3.50,3.50,1.00
600262,北方股份,汽车整车,2.62,3.00,3.50,3.17,3.50,1.00
000429,粤高速Ａ,路桥,3.38,4.71,3.50,3.33,3.50,5.00
002392,北京利尔,其他建材,3.00,3.71,3.50,3.67,3.50,1.00
600277,亿利洁能,综合类,3.00,3.71,3.67,4.00,3.50,4.20
000895,双汇发展,食品,2.38,5.29,3.83,2.83,3.50,5.00
601158,重庆水务,水务,2.38,4.43,3.50,2.00,3.50,5.00
600998,九州通,医药商业,3.00,4.14,3.50,4.83,3.50,1.00
600337,美克家居,家居用品,2.25,3.57,3.50,4.33,3.50,1.00
000727,华东科技,元器件,1.00,1.57,3.50,1.67,3.50,3.40
002649,博彦科技,软件服务,2.25,3.71,3.67,3.17,3.50,1.00
002674,兴业科技,纺织,2.38,2.86,3.50,1.00,3.50,5.00
000700,模塑科技,汽车配件,1.50,2.86,3.50,2.00,3.50,4.60
000831,五矿稀土,小金属,3.12,3.29,3.83,3.50,3.50,5.60
002090,金智科技,软件服务,2.00,3.57,3.50,1.17,3.50,1.00
600444,国机通用,塑料,1.00,1.71,3.50,2.83,3.50,1.00
002807,江阴银行,银行,1.75,2.00,1.00,2.67,3.50,3.00
300097,智云股份,电器仪表,2.12,3.86,3.50,4.33,3.50,5.40
002328,新朋股份,汽车配件,2.38,3.14,3.50,3.33,3.50,4.80
300380,安硕信息,软件服务,2.38,2.86,3.50,3.17,3.50,1.00
600340,华夏幸福,区域地产,2.38,5.43,3.83,4.67,3.50,1.00
603311,金海环境,专用机械,2.38,3.71,3.50,2.33,3.50,4.40
600029,南方航空,空运,3.62,4.71,4.00,4.17,3.50,4.80
600160,巨化股份,化工原料,3.62,4.86,3.67,4.33,3.50,5.40
300190,维尔利,环境保护,2.88,3.71,3.50,4.67,3.50,1.00
002536,西泵股份,汽车配件,3.38,4.43,3.50,4.33,3.50,4.80
002087,新野纺织,纺织,3.00,3.71,3.50,4.17,3.50,5.00
000537,广宇发展,区域地产,2.88,5.43,3.83,4.67,3.50,1.00
300579,数字认证,软件服务,2.38,3.43,3.50,3.33,3.50,1.00
600648,外高桥,园区开发,3.88,5.14,3.67,4.67,3.50,1.00
600872,中炬高新,食品,3.50,4.57,3.67,4.17,3.50,5.00
600717,天津港,港口,2.38,4.29,3.67,1.67,3.50,4.40
002745,木林森,半导体,3.25,4.57,3.50,4.00,3.50,4.20
603663,三祥新材,矿物制品,3.25,4.00,3.50,4.67,3.50,1.00
002860,星帅尔,电气设备,2.62,4.14,3.50,4.33,3.50,4.80
600871,*ST油服,石油开采,2.38,3.14,3.50,1.83,3.50,1.00
603908,牧高笛,纺织,2.25,4.00,3.50,2.33,3.50,1.00
601900,南方传媒,出版业,3.50,4.57,3.50,4.17,3.50,1.00
600571,信雅达,软件服务,1.38,2.71,3.50,3.17,3.50,1.00
002194,*ST凡谷,通信设备,1.00,1.43,3.50,1.33,3.50,1.00
600088,中视传媒,影视音像,2.00,3.57,3.67,2.33,3.50,4.20
000812,陕西金叶,广告包装,2.62,3.00,3.50,4.17,3.50,1.00
601801,皖新传媒,出版业,3.50,5.00,3.50,3.67,3.50,1.00
300311,任子行,软件服务,2.50,3.29,3.50,2.83,3.50,1.00
002284,亚太股份,汽车配件,1.75,3.14,3.50,2.50,3.50,1.00
000702,正虹科技,饲料,2.50,4.14,3.83,3.00,3.50,1.00
601318,中国平安,保险,2.38,5.00,1.00,3.33,3.50,2.80
300043,星辉娱乐,文教休闲,1.75,3.43,3.50,2.17,3.50,5.00
000501,鄂武商Ａ,百货,2.38,5.00,3.83,3.17,3.50,4.40
300484,蓝海华腾,电气设备,1.50,2.86,3.83,2.50,3.50,1.00
000789,万年青,水泥,4.12,5.14,3.50,4.83,3.50,4.80
601137,博威合金,铜,2.88,3.86,3.50,3.00,3.50,1.00
600548,深高速,路桥,2.38,4.86,3.67,4.17,3.50,5.20
603878,武进不锈,钢加工,2.38,3.86,3.50,4.50,3.50,4.00
