code,name,industry,report,profit,operation,growth,debtpaying,cashflow
000760,斯太尔,汽车配件,1.00,1.57,3.50,2.17,3.50,1.00
300320,海达股份,橡胶,3.12,4.00,3.50,5.50,3.50,4.00
002175,东方网络,电器仪表,1.00,1.29,3.67,1.00,3.50,1.00
600666,奥瑞德,元器件,2.38,3.43,3.67,2.50,3.50,4.00
300299,富春股份,通信设备,2.38,3.43,3.67,1.00,3.50,1.00
300407,凯发电气,电气设备,1.75,1.71,3.50,3.17,3.50,1.00
002314,南山控股,区域地产,1.00,2.00,3.83,3.33,3.50,1.00
300056,三维丝,环境保护,2.00,1.57,3.67,3.17,3.50,4.40
600889,南京化纤,化纤,1.00,1.86,3.67,1.00,3.50,1.00
002686,亿利达,专用机械,2.50,3.29,3.50,4.33,3.50,1.00
002746,仙坛股份,农业综合,3.12,3.86,3.67,3.33,3.50,1.00
300046,台基股份,半导体,3.25,3.86,3.50,4.00,3.50,4.00
600158,中体产业,文教休闲,1.00,1.57,3.83,2.50,3.50,3.60
603713,密尔克卫,仓储物流,3.25,4.14,3.67,4.17,3.50,1.00
002209,达 意 隆,轻工机械,2.38,2.57,3.50,2.33,3.50,1.00
002618,丹邦科技,元器件,2.38,2.43,3.50,1.33,3.50,4.80
600212,江泉实业,综合类,1.25,2.00,3.67,1.33,3.50,1.00
300312,邦讯技术,通信设备,2.38,2.57,3.83,1.33,3.50,4.80
300513,恒泰实达,软件服务,2.62,2.43,4.00,4.33,3.50,1.00
000701,厦门信达,综合类,1.50,3.86,3.67,1.50,3.50,1.00
603706,东方环宇,供气供热,2.38,3.57,3.50,3.17,3.50,1.00
300073,当升科技,矿物制品,2.38,3.57,3.50,5.00,3.50,4.80
600458,时代新材,塑料,2.75,3.43,3.50,3.17,3.50,1.00
002072,凯瑞德,互联网,2.00,1.43,3.67,3.00,3.50,3.60
002636,金安国纪,元器件,2.38,4.14,3.67,3.33,3.50,5.00
603133,碳元科技,元器件,1.75,3.00,3.50,1.83,3.50,4.20
300745,欣锐科技,汽车配件,2.75,4.43,3.50,3.17,3.50,1.00
002892,科力尔,电气设备,2.00,3.14,3.50,2.33,3.50,4.80
603630,拉芳家化,日用化工,2.62,4.29,3.50,2.67,3.50,1.00
600588,用友网络,软件服务,1.00,2.29,3.67,3.00,3.50,1.00
603693,江苏新能,新型电力,3.12,4.43,3.67,3.17,3.50,4.60
300559,佳发教育,软件服务,3.12,3.57,3.50,5.33,3.50,1.00
002880,卫光生物,生物制药,2.12,4.00,3.67,2.00,3.50,1.00
603602,纵横通信,通信设备,1.00,1.71,3.50,2.50,3.50,1.00
300602,飞荣达,元器件,2.38,4.29,3.50,4.17,3.50,5.00
300395,菲利华,玻璃,2.38,3.71,3.50,3.67,3.50,5.00
300192,科斯伍德,染料涂料,2.75,3.43,3.50,5.00,3.50,5.00
002922,伊戈尔,电气设备,1.38,2.57,3.50,2.00,3.50,4.60
002471,中超控股,电气设备,1.38,2.71,3.50,2.33,3.50,4.60
002417,深南股份,通信设备,1.00,2.00,3.67,1.00,3.50,1.00
002243,通产丽星,塑料,2.62,3.00,3.50,3.17,3.50,1.00
002932,明德生物,医疗保健,2.50,4.29,3.50,3.17,3.50,4.40
000063,中兴通讯,通信设备,2.38,5.14,3.50,3.50,3.50,1.00
002886,沃特股份,塑料,2.38,3.57,3.50,3.00,3.50,1.00
002568,百润股份,红黄药酒,2.75,3.29,3.50,4.00,3.50,1.00
002861,瀛通通讯,通信设备,1.62,2.86,3.50,4.00,3.50,4.00
002356,赫美集团,其他商业,2.88,3.86,3.50,3.83,3.50,1.00
002458,益生股份,农业综合,3.00,3.00,3.50,3.50,3.50,1.00
300134,大富科技,通信设备,2.38,3.43,3.50,1.33,3.50,4.00
002631,德尔未来,家居用品,2.38,3.57,3.50,2.33,3.50,1.00
603108,润达医疗,医药商业,2.38,4.00,3.50,4.33,3.50,1.00
603105,芯能科技,电气设备,1.88,3.00,3.50,2.33,3.50,1.00
600682,南京新百,百货,2.38,4.29,3.50,3.33,3.50,1.00
002790,瑞尔特,家居用品,2.38,3.57,3.50,2.00,3.50,4.40
603618,杭电股份,电气设备,3.12,3.57,3.50,3.50,3.50,1.00
002112,三变科技,电气设备,2.38,1.71,3.50,2.17,3.50,1.00
300032,金龙机电,元器件,1.00,2.00,3.50,1.83,3.50,1.00
600775,南京熊猫,通信设备,2.88,3.29,3.50,3.50,3.50,1.00
603002,宏昌电子,化工原料,2.88,3.00,3.50,4.33,3.50,5.00
002299,圣农发展,农业综合,3.50,4.00,3.83,4.50,3.50,5.00
603042,华脉科技,通信设备,1.75,3.43,3.50,2.33,3.50,1.00
300174,元力股份,化工原料,2.38,4.43,3.83,5.00,3.50,4.40
600810,神马股份,化纤,3.50,4.57,3.50,3.33,3.50,5.00
300037,新宙邦,化工原料,2.12,4.00,3.50,3.17,3.50,4.00
002234,民和股份,农业综合,1.00,1.86,3.67,2.17,3.50,1.00
002231,奥维通信,通信设备,1.38,2.14,4.00,2.33,3.50,5.20
600711,盛屯矿业,小金属,3.38,4.14,3.83,5.17,3.50,1.00
300550,和仁科技,软件服务,2.88,3.00,3.83,4.00,3.50,1.00
600503,华丽家族,区域地产,2.38,2.71,4.00,1.33,3.50,1.00
000035,中国天楹,环境保护,1.88,3.14,3.50,3.83,3.50,1.00
300292,吴通控股,通信设备,2.25,3.57,3.67,3.00,3.50,5.20
002455,百川股份,化工原料,2.62,3.29,3.50,4.83,3.50,4.60
002896,中大力德,机械基件,2.50,3.71,3.50,3.00,3.50,4.00
300027,华谊兄弟,影视音像,2.38,4.57,3.50,3.17,3.50,5.00
300019,硅宝科技,化工原料,1.00,1.71,3.50,2.00,3.50,1.00
002770,科迪乳业,乳制品,1.88,3.00,3.67,3.00,3.50,5.00
002255,海陆重工,专用机械,2.75,3.43,3.67,5.50,3.50,1.00
002256,兆新股份,染料涂料,2.62,3.43,3.50,3.67,3.50,5.00
601011,宝泰隆,焦炭加工,3.00,3.43,3.67,4.83,3.50,5.00
000519,中兵红箭,矿物制品,2.00,3.57,3.50,2.67,3.50,5.00
002846,英联股份,广告包装,1.75,2.71,3.50,3.00,3.50,5.00
002721,金一文化,服饰,2.38,4.43,3.50,5.67,3.50,4.60
300333,兆日科技,元器件,2.38,2.71,3.50,1.67,3.50,1.00
300655,晶瑞股份,化工原料,2.75,3.57,3.50,3.50,3.50,1.00
000565,渝三峡Ａ,染料涂料,2.38,2.86,3.50,1.67,3.50,1.00
300340,科恒股份,元器件,3.12,4.00,3.50,4.67,3.50,1.00
603828,柯利达,装修装饰,2.62,3.71,3.83,3.17,3.50,1.00
300013,新宁物流,仓储物流,1.62,3.00,3.50,2.83,3.50,1.00
300409,道氏技术,陶瓷,3.62,4.43,3.50,5.83,3.50,1.00
601567,三星医疗,电器仪表,2.38,3.86,3.50,3.33,3.50,1.00
300066,三川智慧,电器仪表,1.62,3.00,3.67,2.17,3.50,1.00
300514,友讯达,通信设备,2.00,3.71,3.50,4.00,3.50,1.00
300469,信息发展,软件服务,1.00,2.00,4.00,2.00,3.50,1.00
603688,石英股份,矿物制品,2.88,3.43,3.50,4.00,3.50,4.40
603268,松发股份,陶瓷,2.38,3.57,3.50,4.17,3.50,4.00
300240,飞力达,仓储物流,1.75,3.14,3.67,2.50,3.50,4.20
300159,新研股份,农用机械,3.12,3.29,3.67,3.17,3.50,1.00
000034,神州数码,综合类,2.38,4.43,3.67,4.50,3.50,1.00
002116,中国海诚,建筑施工,2.25,3.86,3.50,2.33,3.50,1.00
603929,亚翔集成,装修装饰,2.38,4.14,3.50,2.83,3.50,5.00
600789,鲁抗医药,化学制药,3.62,4.43,3.50,5.67,3.50,4.00
002747,埃斯顿,机械基件,2.00,3.14,3.50,4.00,3.50,1.00
002321,华英农业,农业综合,2.38,3.14,3.50,4.17,3.50,1.00
600884,杉杉股份,综合类,3.12,4.00,3.50,5.17,3.50,1.00
000930,中粮生化,农业综合,2.12,3.86,3.83,3.00,3.50,4.40
002795,永和智控,机械基件,1.75,2.86,3.50,2.00,3.50,5.40
600312,平高电气,电气设备,1.62,2.14,3.67,1.33,3.50,1.00
603023,威帝股份,汽车配件,2.88,3.71,3.50,3.67,3.50,1.00
300653,正海生物,医疗保健,3.38,4.29,3.50,5.50,3.50,5.40
000018,神州长城,装修装饰,3.62,4.43,3.67,4.33,3.50,5.20
603110,东方材料,染料涂料,2.12,3.43,3.50,2.83,3.50,5.00
002879,长缆科技,电气设备,2.38,4.00,3.50,4.33,3.50,1.00
600773,西藏城投,区域地产,2.75,3.14,3.83,5.00,3.50,1.00
603041,美思德,化工原料,2.00,3.57,3.50,2.17,3.50,1.00
601222,林洋能源,电器仪表,2.38,4.14,3.50,3.17,3.50,4.20
603666,亿嘉和,专用机械,2.38,4.71,3.50,3.17,3.50,4.80
603088,宁波精达,专用机械,2.75,3.71,3.67,3.50,3.50,1.00
002899,英派斯,文教休闲,1.62,3.14,3.50,3.83,3.50,1.00
300022,吉峰农机,农用机械,1.25,2.57,3.50,1.00,3.50,1.00
000755,*ST三维,化工原料,1.00,2.00,4.00,3.17,3.50,1.00
002153,石基信息,软件服务,2.12,3.86,3.50,2.83,3.50,1.00
300317,珈伟股份,半导体,1.88,3.43,3.67,1.83,3.50,1.00
000153,丰原药业,化学制药,2.50,3.43,3.50,3.50,3.50,4.20
002427,*ST尤夫,化纤,2.38,3.29,3.50,1.50,3.50,1.00
600234,ST山水,文教休闲,1.62,2.71,4.00,2.50,3.50,1.00
603598,引力传媒,影视音像,2.25,3.29,3.33,4.33,3.50,1.00
300325,德威新材,塑料,2.62,3.00,3.50,4.33,3.50,1.00
600247,*ST成城,商贸代理,2.38,3.71,3.67,2.00,3.50,6.00
002662,京威股份,汽车配件,1.00,2.29,3.50,2.50,3.50,1.00
002830,名雕股份,装修装饰,1.25,1.71,3.67,3.17,3.50,1.00
300100,双林股份,汽车服务,2.12,3.86,3.50,2.83,3.50,4.40
300062,中能电气,电气设备,1.38,2.57,3.67,2.00,3.50,1.00
601992,金隅集团,水泥,1.00,2.43,3.67,2.50,3.50,1.00
002278,神开股份,化工机械,1.00,1.71,3.83,1.67,3.50,1.00
600589,广东榕泰,塑料,2.62,3.29,3.50,3.00,3.50,1.00
300141,和顺电气,电气设备,1.62,2.71,3.67,2.50,3.50,1.00
002528,英飞拓,电脑设备,1.00,2.00,3.50,2.67,3.50,1.00
300364,中文在线,出版业,2.12,1.71,3.67,3.67,3.50,1.00
002229,鸿博股份,广告包装,1.00,1.71,3.50,1.83,3.50,1.00
300477,合纵科技,电气设备,1.38,2.57,3.50,4.67,3.50,1.00
600129,太极集团,中成药,2.38,3.71,3.50,5.50,3.50,4.20
300505,川金诺,化工原料,2.38,3.57,3.50,3.33,3.50,1.00
601038,一拖股份,农用机械,2.38,3.57,3.50,1.17,3.50,1.00
600562,国睿科技,通信设备,1.75,3.00,3.67,2.50,3.50,1.00
600265,ST景谷,林业,1.25,1.43,4.00,3.00,3.50,1.00
603157,拉夏贝尔,服饰,2.38,5.00,3.50,3.33,3.50,1.00
300184,力源信息,元器件,3.50,4.14,3.50,4.50,3.50,1.00
002878,元隆雅图,文教休闲,3.25,4.00,3.67,4.00,3.50,5.60
300071,华谊嘉信,广告包装,3.00,3.71,3.33,2.50,3.50,4.20
300337,银邦股份,铝,1.62,2.86,3.50,1.67,3.50,1.00
300089,文化长城,陶瓷,1.75,3.00,3.50,2.17,3.50,1.00
000582,北部湾港,港口,2.62,4.14,3.67,3.83,3.50,4.60
601877,正泰电器,电气设备,2.38,5.00,3.50,4.33,3.50,4.00
600961,株冶集团,铅锌,1.00,2.57,3.83,2.17,3.50,1.00
300703,创源文化,文教休闲,1.38,2.86,3.50,2.00,3.50,1.00
002012,凯恩股份,造纸,1.38,2.57,3.50,2.00,3.50,1.00
002466,天齐锂业,小金属,2.38,5.43,3.50,5.33,3.50,5.20
300746,汉嘉设计,建筑施工,3.00,3.57,3.67,4.00,3.50,1.00
002451,摩恩电气,电气设备,2.88,3.14,3.50,3.17,3.50,5.40
300250,初灵信息,通信设备,1.38,2.43,3.50,3.00,3.50,1.00
300302,同有科技,软件服务,2.50,3.14,3.50,3.33,3.50,1.00
000070,特发信息,通信设备,2.50,3.86,3.50,3.17,3.50,1.00
603578,三星新材,玻璃,3.00,4.00,3.50,3.67,3.50,1.00
300568,星源材质,化工原料,3.75,5.00,3.50,4.67,3.50,5.00
300099,精准信息,电器仪表,1.25,2.71,4.00,2.00,3.50,1.00
002882,金龙羽,电气设备,3.25,3.86,3.50,5.50,3.50,1.00
000911,南宁糖业,食品,2.38,2.00,3.50,1.33,3.50,1.00
000422,*ST宜化,农药化肥,1.00,2.29,3.67,1.00,3.50,1.00
300200,高盟新材,化工原料,3.25,3.71,3.50,5.83,3.50,4.20
603306,华懋科技,汽车配件,2.88,4.57,3.50,4.00,3.50,5.40
002733,雄韬股份,电气设备,1.00,2.14,3.50,2.00,3.50,3.40
300348,长亮科技,软件服务,2.62,2.71,3.67,4.50,3.50,1.00
002409,雅克科技,化工原料,2.38,3.14,3.50,1.67,3.50,5.40
000009,中国宝安,综合类,2.25,3.57,3.67,3.83,3.50,4.20
002766,索菱股份,汽车配件,2.38,3.86,3.50,4.67,3.50,1.00
000697,炼石有色,航空,1.88,1.86,3.50,3.83,3.50,3.60
601616,广电电气,电气设备,2.25,2.14,3.50,2.67,3.50,5.00
002881,美格智能,通信设备,2.88,3.43,3.50,5.17,3.50,4.60
600623,华谊集团,汽车配件,2.38,4.57,3.50,3.00,3.50,1.00
603609,禾丰牧业,饲料,2.38,4.29,3.83,4.17,3.50,1.00
603111,康尼机电,运输设备,3.25,4.00,3.50,5.83,3.50,1.00
600580,卧龙电气,电气设备,2.38,4.14,3.50,4.17,3.50,1.00
000068,华控赛格,元器件,1.00,1.71,3.83,3.17,3.50,1.00
603019,中科曙光,电脑设备,2.50,3.43,3.50,4.33,3.50,1.00
300458,全志科技,元器件,1.50,2.14,3.50,3.17,3.50,1.00
002931,锋龙股份,汽车配件,2.38,3.71,3.50,2.33,3.50,4.20
002159,三特索道,旅游服务,1.00,2.00,3.67,2.33,3.50,3.60
603668,天马科技,饲料,2.38,3.43,3.50,4.00,3.50,1.00
603388,元成股份,建筑施工,2.12,2.71,3.67,4.50,3.50,1.00
600890,中房股份,区域地产,1.62,1.29,3.50,2.50,3.50,1.00
002604,*ST龙力,食品,1.38,2.00,3.50,1.00,3.50,3.80
603055,台华新材,纺织,2.50,4.29,3.50,2.67,3.50,1.00
603365,水星家纺,纺织,2.75,4.43,3.50,3.00,3.50,1.00
300072,三聚环保,环境保护,3.25,5.29,3.50,3.83,3.50,1.00
600521,华海药业,化学制药,2.38,4.71,3.50,4.00,3.50,1.00
603721,中广天择,影视音像,2.00,3.57,3.50,2.00,3.50,1.00
600568,中珠医疗,区域地产,2.12,3.57,3.83,2.33,3.50,1.00
002726,龙大肉食,食品,2.38,4.00,3.83,3.33,3.50,4.60
600615,丰华股份,小金属,2.75,2.86,3.67,4.50,3.50,4.60
000410,沈阳机床,机床制造,1.75,3.43,3.50,3.17,3.50,1.00
000633,合金投资,综合类,1.00,1.43,3.67,2.33,3.50,1.00
300291,华录百纳,影视音像,1.00,1.57,3.83,1.00,3.50,4.00
600057,厦门象屿,仓储物流,2.38,4.43,3.83,4.67,3.50,1.00
002069,獐子岛,渔业,1.00,2.00,3.50,1.33,3.50,3.80
002201,九鼎新材,玻璃,2.38,2.43,3.50,2.00,3.50,4.60
002848,高斯贝尔,通信设备,1.00,2.00,3.50,1.33,3.50,1.00
600866,星湖科技,食品,2.38,2.71,3.50,2.17,3.50,4.20
600617,国新能源,供气供热,1.88,3.57,3.67,1.83,3.50,4.40
002841,视源股份,元器件,3.25,4.57,3.67,4.67,3.50,1.00
002523,天桥起重,工程机械,2.38,3.00,3.67,2.83,3.50,1.00
002166,莱茵生物,中成药,2.62,3.29,3.83,3.83,3.50,4.20
600635,大众公用,供气供热,1.62,2.86,3.67,1.67,3.50,4.40
600552,凯盛科技,玻璃,2.00,3.00,3.50,1.67,3.50,4.00
601058,赛轮金宇,汽车配件,2.12,4.00,3.50,3.17,3.50,1.00
300742,越博动力,汽车配件,2.38,2.00,3.83,3.17,3.50,1.00
300432,富临精工,汽车配件,1.88,3.29,3.67,2.50,3.50,1.00
300306,远方信息,电器仪表,2.38,3.43,3.50,2.17,3.50,1.00
000400,许继电气,电气设备,1.75,3.29,3.67,2.17,3.50,1.00
000510,金路集团,化工原料,1.88,3.14,4.00,2.33,3.50,1.00
300595,欧普康视,医疗保健,2.75,4.43,3.50,4.00,3.50,5.40
002134,天津普林,元器件,1.00,1.43,3.50,3.17,3.50,4.20
300587,天铁股份,橡胶,1.38,2.43,3.83,3.50,3.50,1.00
600996,贵广网络,影视音像,2.12,3.57,3.50,3.67,3.50,1.00
300148,天舟文化,出版业,2.12,3.86,3.50,1.00,3.50,1.00
002111,威海广泰,航空,2.38,4.00,3.50,2.83,3.50,1.00
000626,远大控股,商贸代理,1.00,2.57,4.00,1.00,3.50,1.00
002426,胜利精密,元器件,2.75,3.86,3.50,3.50,3.50,1.00
300743,天地数码,电脑设备,2.38,4.14,3.50,3.17,3.50,4.20
600076,康欣新材,其他建材,3.12,3.57,3.50,4.83,3.50,4.80
603843,正平股份,建筑施工,2.38,3.29,3.50,4.00,3.50,1.00
002753,永东股份,化工原料,3.62,4.71,3.50,5.17,3.50,4.60
603029,天鹅股份,农用机械,1.38,2.43,3.67,2.17,3.50,1.00
603222,济民制药,化学制药,2.50,3.43,3.50,4.00,3.50,1.00
002760,凤形股份,机械基件,1.38,2.43,3.50,1.67,3.50,5.20
300330,华虹计通,软件服务,1.00,1.71,3.67,3.17,3.50,1.00
603214,爱婴室,百货,3.00,3.86,3.67,3.33,3.50,5.00
600053,九鼎投资,多元金融,2.12,4.00,3.83,2.17,3.50,6.00
002722,金轮股份,纺织机械,2.38,3.57,3.50,2.67,3.50,1.00
600722,金牛化工,化工原料,1.38,2.14,3.83,1.33,3.50,4.80
300547,川环科技,橡胶,3.25,4.43,3.50,4.17,3.50,1.00
300004,南风股份,电气设备,1.00,1.57,4.00,3.17,3.50,1.00
300265,通光线缆,电气设备,2.38,2.57,3.50,1.83,3.50,1.00
300647,超频三,元器件,1.62,3.00,3.50,4.67,3.50,1.00
300035,中科电气,电气设备,3.00,3.43,3.50,4.17,3.50,1.00
002049,紫光国微,元器件,2.00,3.57,3.50,2.83,3.50,1.00
000836,鑫茂科技,通信设备,2.88,2.86,3.50,4.17,3.50,1.00
603308,应流股份,专用机械,2.62,3.71,3.50,2.83,3.50,4.20
002518,科士达,电器仪表,2.38,3.86,3.50,3.00,3.50,1.00
300249,依米康,专用机械,1.88,3.29,3.67,3.33,3.50,1.00
603989,艾华集团,元器件,2.38,4.14,3.50,3.00,3.50,5.00
300211,亿通科技,通信设备,2.38,2.29,3.50,2.50,3.50,1.00
600770,综艺股份,综合类,1.25,2.29,3.67,1.67,3.50,4.00
300393,中来股份,塑料,2.38,3.71,3.50,3.50,3.50,1.00
300434,金石东方,化学制药,2.38,4.29,3.67,3.17,3.50,1.00
600139,西部资源,汽车整车,1.62,1.86,3.83,3.17,3.50,1.00
601028,玉龙股份,钢加工,2.62,2.29,3.50,3.83,3.50,5.00
000811,冰轮环境,工程机械,1.00,2.14,3.50,2.33,3.50,1.00
300116,坚瑞沃能,电气设备,1.00,2.00,4.00,1.50,3.50,3.60
600150,*ST船舶,船舶,1.88,3.57,3.50,2.00,3.50,4.20
300481,濮阳惠成,化工原料,3.12,3.86,3.50,5.50,3.50,4.40
000551,创元科技,专用机械,2.50,3.43,3.50,2.83,3.50,4.20
002460,赣锋锂业,小金属,2.38,5.29,3.50,5.83,3.50,1.00
300025,华星创业,通信设备,1.00,1.71,3.67,1.50,3.50,1.00
300040,九洲电气,电气设备,2.12,3.43,3.67,2.67,3.50,1.00
300002,神州泰岳,软件服务,1.00,2.00,3.50,1.33,3.50,1.00
002724,海洋王,半导体,2.12,3.29,3.50,3.33,3.50,1.00
002260,*ST德奥,航空,2.38,2.00,3.50,3.17,3.50,4.20
600658,电子城,园区开发,3.50,4.14,4.00,5.17,3.50,4.60
300315,掌趣科技,互联网,2.38,4.00,3.50,1.67,3.50,4.60
300136,信维通信,通信设备,3.00,4.86,3.50,4.33,3.50,4.80
600584,长电科技,半导体,1.25,3.14,3.67,3.50,3.50,4.40
600807,*ST天业,区域地产,1.00,1.57,4.00,1.00,3.50,3.60
002584,西陇科学,化工原料,2.50,2.86,3.50,3.00,3.50,1.00
300064,豫金刚石,矿物制品,3.25,3.86,3.50,4.00,3.50,1.00
000558,莱茵体育,文教休闲,2.38,3.14,3.67,2.50,3.50,1.00
300067,安诺其,染料涂料,2.38,3.57,3.50,3.67,3.50,1.00
002749,国光股份,农药化肥,3.25,4.71,3.67,2.67,3.50,4.40
002655,共达电声,元器件,1.00,1.86,3.50,1.33,3.50,1.00
000995,*ST皇台,白酒,2.38,1.71,3.83,1.33,3.50,1.00
000514,渝 开 发,区域地产,1.38,2.29,4.00,1.33,3.50,4.40
002676,顺威股份,塑料,1.00,1.86,3.50,1.33,3.50,1.00
000790,泰合健康,中成药,2.50,2.71,3.50,4.83,3.50,1.00
300487,蓝晓科技,化工原料,2.38,3.57,3.50,3.83,3.50,1.00
300548,博创科技,元器件,2.12,3.86,3.50,2.33,3.50,5.40
002622,融钰集团,电气设备,1.00,2.00,3.67,3.17,3.50,3.80
002058,威 尔 泰,电器仪表,2.38,1.71,3.50,3.17,3.50,1.00
300168,万达信息,软件服务,2.12,2.57,4.00,4.33,3.50,1.00
603605,珀莱雅,日用化工,2.88,4.86,3.67,2.83,3.50,5.00
603033,三维股份,橡胶,2.88,3.57,3.50,4.00,3.50,1.00
600667,太极实业,半导体,2.38,3.57,3.50,3.67,3.50,1.00
300618,寒锐钴业,小金属,2.38,5.57,3.50,5.83,3.50,4.20
603360,百傲化学,化工原料,2.38,4.29,3.50,1.50,3.50,5.40
000576,广东甘化,造纸,1.25,2.00,3.50,1.67,3.50,6.00
002632,道明光学,化工原料,3.12,3.86,3.50,5.17,3.50,1.00
000592,平潭发展,林业,1.00,1.57,3.83,2.33,3.50,1.00
300086,康芝药业,化学制药,2.62,3.29,3.50,3.50,3.50,1.00
603906,龙蟠科技,化工原料,2.38,3.86,3.50,2.83,3.50,5.00
603848,好太太,家居用品,3.12,4.00,3.67,3.67,3.50,1.00
002190,成飞集成,汽车配件,1.00,1.86,3.50,3.17,3.50,1.00
000655,*ST金岭,普钢,1.75,2.86,3.50,1.33,3.50,6.00
000905,厦门港务,港口,1.50,3.43,3.83,2.83,3.50,4.20
601968,宝钢包装,广告包装,1.25,2.00,3.50,2.00,3.50,1.00
603319,湘油泵,汽车配件,3.38,4.43,3.50,4.83,3.50,1.00
600703,三安光电,半导体,3.50,5.00,3.50,3.50,3.50,5.20
002494,华斯股份,服饰,1.38,2.43,3.67,1.33,3.50,1.00
002835,同为股份,元器件,2.38,1.71,3.50,1.50,3.50,3.60
601100,恒立液压,工程机械,3.62,4.57,3.50,4.83,3.50,4.00
300644,南京聚隆,塑料,1.75,3.29,3.50,2.33,3.50,1.00
000920,南方汇通,环境保护,1.75,3.14,3.50,1.67,3.50,1.00
600291,西水股份,保险,2.38,2.00,1.00,1.33,3.50,1.00
603232,格尔软件,软件服务,1.50,3.57,3.50,4.00,3.50,1.00
603958,哈森股份,服饰,2.38,4.43,3.50,1.17,3.50,5.40
603300,华铁科技,钢加工,1.75,3.29,3.67,3.50,3.50,1.00
000541,佛山照明,家用电器,2.25,4.00,3.50,1.33,3.50,5.00
603421,鼎信通讯,通信设备,2.00,3.71,3.50,3.00,3.50,1.00
002293,罗莱生活,纺织,3.25,4.86,3.50,4.00,3.50,1.00
002581,未名医药,生物制药,3.00,4.14,3.67,3.83,3.50,5.00
002667,鞍重股份,工程机械,2.50,3.29,3.50,3.50,3.50,1.00
600496,精工钢构,钢加工,2.50,3.14,3.50,3.83,3.50,1.00
600634,*ST富控,互联网,2.12,3.71,3.67,1.50,3.50,1.00
600805,悦达投资,综合类,3.12,3.43,3.50,3.67,3.50,4.40
000893,*ST东凌,食品,1.88,1.71,3.50,3.17,3.50,3.80
002682,龙洲股份,公路,2.25,3.29,3.50,3.50,3.50,1.00
603533,掌阅科技,互联网,2.38,4.14,3.67,4.00,3.50,4.00
600172,黄河旋风,矿物制品,1.88,3.57,3.50,2.00,3.50,1.00
600248,延长化建,建筑施工,2.75,3.14,3.50,3.50,3.50,1.00
002132,恒星科技,钢加工,1.25,2.43,3.50,2.83,3.50,5.20
002123,梦网集团,互联网,2.12,3.57,3.50,1.33,3.50,4.00
300001,特锐德,电气设备,2.25,3.71,3.67,3.83,3.50,1.00
603519,立霸股份,家用电器,2.00,3.43,3.50,1.33,3.50,4.80
002453,华软科技,化工原料,1.50,2.57,3.50,2.17,3.50,5.20
002782,可立克,电气设备,2.62,3.29,3.50,3.33,3.50,1.00
002859,洁美科技,元器件,2.50,3.86,3.50,3.17,3.50,4.40
300553,集智股份,电器仪表,2.38,3.14,3.50,2.33,3.50,1.00
300275,梅安森,软件服务,1.62,3.00,3.67,2.17,3.50,4.20
002077,大港股份,区域地产,1.00,1.86,3.67,2.50,3.50,1.00
002242,九阳股份,家用电器,3.12,4.71,3.67,2.67,3.50,4.80
002447,晨鑫科技,互联网,3.25,3.86,3.33,3.50,3.50,1.00
002368,太极股份,软件服务,2.38,3.43,3.50,3.33,3.50,1.00
300606,金太阳,矿物制品,3.00,4.00,3.50,4.50,3.50,1.00
300424,航新科技,航空,1.62,2.57,3.83,2.67,3.50,1.00
000663,永安林业,林业,1.88,1.43,4.00,3.17,3.50,1.00
000636,风华高科,元器件,2.38,4.29,3.50,3.50,3.50,4.60
000712,锦龙股份,证券,2.38,2.57,1.00,2.00,3.50,3.00
000762,西藏矿业,小金属,1.00,1.43,3.67,2.83,3.50,1.00
002570,*ST因美,乳制品,1.50,3.00,3.50,1.00,3.50,1.00
300256,星星科技,元器件,2.88,3.43,3.50,3.50,3.50,1.00
002513,蓝丰生化,农药化肥,2.75,3.71,3.50,3.00,3.50,1.00
002548,金新农,饲料,1.75,3.29,3.50,2.33,3.50,1.00
603118,共进股份,通信设备,1.25,2.86,3.50,1.00,3.50,5.00
300739,明阳电路,元器件,1.88,3.43,3.50,2.33,3.50,4.00
002104,恒宝股份,元器件,2.25,3.71,3.50,3.33,3.50,5.40
603986,兆易创新,半导体,3.00,4.86,3.50,4.00,3.50,4.60
600695,绿庭投资,多元金融,1.00,2.00,3.67,1.33,3.50,1.00
002840,华统股份,食品,3.12,4.29,4.00,4.00,3.50,4.60
300426,唐德影视,影视音像,3.12,3.71,4.00,5.33,3.50,1.00
002916,深南电路,元器件,3.00,4.86,3.50,2.83,3.50,1.00
600735,新华锦,商贸代理,2.38,3.57,3.50,2.33,3.50,5.20
300702,天宇股份,化学制药,2.12,4.00,3.50,2.33,3.50,1.00
600091,ST明科,化工原料,1.00,1.43,3.50,1.33,3.50,1.00
300446,乐凯新材,化工原料,3.00,4.29,3.50,3.67,3.50,5.20
600439,瑞贝卡,服饰,2.38,3.57,3.67,3.33,3.50,4.20
600268,国电南自,电气设备,2.38,2.00,3.67,2.50,3.50,1.00
600720,祁连山,水泥,2.38,1.86,3.50,2.67,3.50,3.60
002898,赛隆药业,化学制药,2.88,3.00,3.50,4.50,3.50,1.00
002384,东山精密,通信设备,2.38,4.29,3.50,5.50,3.50,5.00
600066,宇通客车,汽车整车,2.38,4.43,3.50,3.00,3.50,1.00
300215,电科院,电气设备,2.38,2.86,3.67,3.50,3.50,5.20
603189,网达软件,软件服务,2.12,1.57,3.83,2.83,3.50,1.00
